"CRN","AXLE_CNT","CARGO_BD_TYPE","CARRIER_ADDR_1","CARRIER_ADDR_2","CARRIER_ADDR_CITY","CARRIER_ADDR_STATE","CARRIER_ADDR_ZIP","CARRIER_NM","CARRIER_TEL","GVWR","HAZMAT_CD1","HAZMAT_CD2","HAZMAT_CD3","HAZMAT_CD4","HAZMAT_IND","HAZMAT_REL_IND1","HAZMAT_REL_IND2","HAZMAT_REL_IND3","HAZMAT_REL_IND4","ICC_NUM","OSIZE_LOAD_IND","PERMITTED","PUC_NUM","SPECIAL_SIZING1","SPECIAL_SIZING2","SPECIAL_SIZING3","SPECIAL_SIZING4","UNIT_NUM","USDOT_NUM","VEH_CONFIG_CD"
"2022006679","99","99","1674 HAMILTON AVE APT B","","HAMILTON TOWN","NJ","08628","S&N TRANSPORT CORP","9999999999","","","","","","","","","","","","","","","00","","","","1","","99"
"2022027735","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","","","","","","","","","","00","","","","2","","13"
"2022044906","05","1","W16210 OLD J RD","","SILVER CLIFF","WI","54104","SISLER TRANSPORT LLC","7158893292","080000","","","","","N","","","","","","","","","00","","","","1","02299472","08"
"2022045156","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","","","","00","","","","1","","13"
"2022057984","99","99","UNK","","HARRISBURG","PA","99999","PENNDOT","9999999999","058400","","","","","N","","","","","","","","","00","","","","2","","99"
"2022064363","03","1","9050 STATE RD","","PHILADELPHIA","PA","19136","LIMA COMPANY","2153337500","014500","","","","","N","","","","","","","","","00","","","","1","03360128","04"
"2022064363","03","6","2220 ORTHOOX STREET","","PHILADELPHIA","PA","19137","A BOBS","2152895775","014500","","","","","N","","","","","","","01","","00","","","","3","01933636","04"
"2022070885","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","","","","00","","","","1","","13"
"2022083606","99","7","UNK","","PHILA","PA","99999","CITY OF PHILA","9999999999","060000","","","","","","","","","","","Y","02","","01","03","04","","1","","09"
"2022114528","99","8","8220 BARTRAM AVE","","PHILADELPHIA","PA","19048","FIRST TRANSIT CORP","9999999999","999999","","","","","N","","","","","","","","","00","","","","1","","13"
"2022121806","99","99","UNK","","UNK","IN","99999","PENSKE","9999999999","","","","","","","","","","","","","","","00","","","","2","","99"
"2022125099","99","99","UNK","","PHILA","PA","99999","CITY OF PHILA","9999999999","080000","","","","","N","","","","","","","","","00","","","","1","","99"
"2022016760","99","99","UNK","","UNK","NY","99999","RYDER TRUCK RENTAL LT","9999999999","025999","","","","","","","","","","","","","","00","","","","1","","99"
"2022016760","99","99","UNK","","UNK","PA","99999","BAYLOR TRUCKING INC","9999999999","","","","","","","","","","","","","","","00","","","","2","","99"
"2022028731","99","1","223 LISA DRIVE","","NEW CASTLE","DE","19720","CORPORATE INTERIORS","6155156000","026000","","","","","N","","","","","","N","","","","","","","2","00597823","04"
"2022032288","03","4","710 NEW JERSEY AVE","","PALMYRA","NJ","08065","MARCO TRUCKING LLC","8563031016","080000","","","","","N","","","","","","","","","00","","","","2","01052434","09"
"2022039715","05","11","151 N HAMPSHIRE RD","","DEPTFORD","NJ","08096","AG TRUCKS","8568633079","080000","","","","","N","","","","","","","01","","00","","","","1","01155977","08"
"2022041397","02","1","5 LANDLORD CT","","MAYS LANDING","NJ","08330","LOUIS C V  E  LTRI TRUCKING INC","8562321700","065000","","","","","N","","","","","","","99","","00","","","","1","00812578","08"
"2022050542","02","8","231 MALTA STREET","","BROOKLYNN","NY","11207","MAT BUS CORP","2153830470","012300","","","","","N","","","","","","","","","00","","","","1","02643668","12"
"2022052480","02","7","100 S BROAD ST","","PHILADELPHIA","PA","19110","CITY OF PHILADELPHIA","2156861776","024200","","","","","N","","","","","","","","","00","","","","2","","09"
"2022079638","99","99","UNK","","UNK","NJ","99999","UNK","9999999999","","","","","","","","","","","","","","","00","","","","2","","99"
"2022010863","02","8","135 S WAYNE","","WAYNE","PA","19087","RADNOR TOWNSHIP","6106888100","024000","","","","","N","","","","","","","","","00","","","","2","","12"
"2022050900","04","8","350 N ST PAUL ST","","DALLAS","TX","75201","GREYHOUND LINES","2148498100","","","","","","N","","","","","","","","","00","","","","2","00044110","13"
"2022055587","99","99","UNK","","UNK","ZZ","99999","UNK","9999999999","","","","","","","","","","","","","","","00","","","","2","","99"
"2022058790","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","","","","00","","","","1","","13"
"2022058790","99","99","UNK","","UNK","MA","99999","UNITED SITE SERVICES","9999999999","","","","","","N","","","","","","","","","00","","","","3","","99"
"2022064489","05","1","2200 SR119","","FRT RECOVERY","OH","45846","CHEESEMAN LLC","5676210033","080000","","","","","N","","","","","","","","","00","","","","1","00120612","08"
"2022067225","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","","","","","","","","","","00","","","","2","","13"
"2022072240","02","1","12228 MEDFORD RD","","PHILA","PA","19154","THE HUMANE SOCITY OF THE UNITED","2155145522","026000","","","","","N","","","","","","","","","00","","","","2","","09"
"2022117081","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","","","","00","","","","2","","13"
"2022122917","99","99","UNK","","UNK","PA","99999","CITY OF PHILA","9999999999","011500","","","","","N","","","","","","","","","00","","","","2","","99"
"2022004487","05","1","3147 WEST 169TH PL","","HAMMOND","IN","46323","UNITED PARCEL SERVICE INC","8007425877","050000","","","","","N","","","","","","","","","00","","","","2","00021800","08"
"2022011925","99","99","UNK","","UNK","NJ","99999","UNK","9999999999","999999","","","","","N","","","","","","","99","","00","","","","2","","99"
"2022070064","02","6","3850 CORAL ST","","PHILADELPHIA","PA","19124","OUR FAMILY II LLC","2159047135","018000","","","","","N","","","","","","","","","00","","","","1","03121468","09"
"2022081988","02","0","473 US HIGHWAY 46","","CLIFTON","NJ","07072","TRISTRUX LLC","2019339301","019500","","","","","N","","","","","","","","","00","","","","2","03206244","09"
"2022099319","03","0","55 NEW HOPE CHURCH RD","","TUNNEL HILL","GA","30755","US XPRESS","8563080479","017500","","","","","N","","","","","","","","","00","","","","3","00303024","09"
"2022026380","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","","","","","","","","","","00","","","","1","","13"
"2022039750","03","0","148 BOXWOOD LANE","","CINNAMINSON","NJ","08077","DECAVALHO CORP","2677787883","018000","","","","","N","","","","","","","","","00","","","","2","02155364","04"
"2022050568","99","99","UNK","","PHILA","PA","19110","CITY OF PHILA","9999999999","","","","","","N","","","","","","","","","00","","","","2","","99"
"2022072302","99","8","45 INDUSTRIAL HIGHWAY","","ESSINGTON","PA","19029","MAJESTIC HOLDING LLC","0000000000","","","","","","","","","","","","","","","00","","","","1","","10"
"2022097371","03","98","603 GREBLE RD","","LEBANON","PA","17046","H A SPATZ TRANSPORT LLC","7178133910","080000","","","","","N","","","","","","","","","00","","","","2","02878094","08"
"2022010833","99","99","100 SOUTH BROAD STREET FL 3","","PHILADELPHIA","PA","19110","CITY OF PHILADELPHIA","9999999999","044000","","","","","","","","","","","","","","00","","","","2","","99"
"2022015513","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","","","","","","","","99","","00","","","","1","","13"
"2022086950","02","8","2601 NAVISTAR DR","","LISLE","IL","60532","DURHAM SCHOOL SERVICES LP","6308219059","030280","","","","","N","","","","","","","","","00","","","","1","00350651","12"
"2022088052","99","99","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","058400","","","","","","","","","","","","","","00","","","","1","","99"
"2022091579","05","1","3009 TYLER WAY","","CHALFONT","PA","18914","UZ SAMS TRANS INC","2154597793","080000","","","","","N","","","","","","","02","","00","","","","1","03136936","09"
"2022016322","02","3","916 CALLOWHILLST","","PHILA","PA","19123","CONTRUCTIONBUILDING SUPPLY","2159222550","026000","","","","","N","","","","","","","","","00","","","","1","01745584","03"
"2022115628","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","","","","00","","","","1","","13"
"2022018692","02","1","355 FOOD CENTER DR., BUILDING","","BRONX","NY","10474","NEBRASKALAND INC","7188420700","032900","","","","","N","","","","","","N","","","","","","","1","00451409","03"
"2022029262","99","99","UNK","","UNK","PA","99999","ABOVE ALL TOWING","9999999999","999999","","","","","","","","","","","","","","00","","","","2","","99"
"2022037591","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","","","","","","","","","","00","","","","2","","13"
"2022037593","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","","","","","","","","","","00","","","","1","","13"
"2022069850","99","8","UNK","","PHILA","PA","19107","SEPTA","9999999999","","","","","","","","","","","","","","","00","","","","3","","10"
"2022070286","02","98","UNKNOWN ADDRESS","","UNKNOWN","ZZ","99999","UNKNOWN CARRIER","9999999999","999999","","","","","N","","","","","","","","","00","","","","3","","05"
"2022118778","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","","","","00","","","","1","","13"
"2022023801","02","1","2500 ALLEGHENY AVE","","PHILADELPHIA","PA","19132","SEPTA","2155807800","019500","","","","","N","","","","","","","","","00","","","","2","00010206","09"
"2022094289","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","","","","00","","","","2","","13"
"2022096786","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","","","","00","","","","2","","13"
"2022118703","99","99","7135 CENTENNIAL PLACE","","NASHVILLE","TN","37209","WESTERN EXPRRESS","8777778888","080000","","","","","N","","","","","","","","","00","","","","2","00511412","08"
"2022123211","04","1","424 HENDRIX ST","","PHILADELPHIA","PA","19116","A&M BROTHERS","2673124440","040000","","","","","N","","","","","","","02","","00","","","","1","01493874","02"
"2022050575","99","99","UNK","","PHILA","PA","99999","CITY OF PHILA","9999999999","","","","","","","","","","","","","","","00","","","","2","","99"
"2022068609","99","99","UNK","","PHILA","PA","99999","CITY OF PHILA","9999999999","011300","","","","","","","","","","","","","","00","","","","2","","99"
"2022090617","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","","","","","","","","","","00","","","","2","","13"
"2022118594","05","1","8832 S 121ST STREET","","LAVISTA","NE","68128","NEBRASKA ATLANTIC TRANSPORTATION","4023320093","080000","","","","","N","","","","","","","","","00","","","","1","00597730","08"
"2022016176","03","8","400 N BROAD ST","","PHILADELPHIA","PA","19130","SCHOOL DISTRICT OF PHILADELPHIA","2154004000","015000","","","","","N","","","","","","","","","00","","","","2","","12"
"2022017940","05","1","2880 PLEASANT VW","","MANSFIELD","MO","65704","BLUNT ENTERPRISE LLC","9162768527","080000","","","","","N","","","","","","","01","","00","","","","1","03147357","08"
"2022027729","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","","","","","","","","","","00","","","","1","","13"
"2022073249","03","1","25 TELSER RD UNIT 966","","LAKE ZURICH","IL","60047","STELLAR'S CARRIERS INC","6304237979","036000","","","","","N","","","","","","","","","00","","","","1","02120601","08"
"2022078306","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","","","","00","","","","1","","13"
"2022103095","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","","","","00","","","","1","","13"
"2022112397","99","8","1234 MARKET ST","","PHILADELPHIA","PA","19107","SEPTA","2155807800","","","","","","N","","","","","","","","","00","","","","2","00068427","13"
"2022112643","99","99","UNK","","UNK","PA","99999","ACC INTERNATIONAL LLC","9999999999","014000","","","","","N","","","","","","","","","00","","","","1","","99"
"2022019672","05","3","P O  BOX 560","","NEW HARTFORD","NY","13413","S R SLOAN INC","8003667562","080000","","","","","N","","","","","","","","","00","","","","2","00404746","08"
"2022058734","03","4","240 RAILROAD AVENUE","","AMBLER","PA","19002-5730","ANTHONY BIDDLE CONTRACTORS INC","2156465538","073280","","","","","N","","","","","","","01","","00","","","","1","00063414","04"
"2022067142","04","8","1234 MARKET ST","","PHILADELPHIA","PA","19107","SEPTA","2152472075","","","","","","N","","","","","","","","","00","","","","2","","13"
"2022071643","99","99","UNK","","UNK","PA","99999","EVB SERVICE CENTER INC","9999999999","999999","","","","","","","","","","","","","","00","","","","2","","99"
"2022072242","99","99","UNK","","PHILA","PA","99999","STAR MEDICAL TRANSPORT SERVICE","9999999999","999999","","","","","","","","","","","","","","00","","","","3","","99"
"2022074438","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","","","","","","","","","","00","","","","1","","13"
"2022031440","99","99","UNK","","UNK","PA","99999","COMCAST CABLE COMMUNICATIONS","9999999999","016500","","","","","","","","","","","","","","00","","","","2","","99"
"2022032530","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","","","","","","","","","","00","","","","2","","13"
"2022040780","05","1","1226 HESSIAN AVE","","WEST DEPTFORD","NJ","08096","GUARINO SONS INC","8563848800","","","","","","","","","","","","","","","00","","","","2","","08"
"2022063022","99","99","UNK","","UNK","PA","99999","UNK","9999999999","015000","","","","","N","","","","","","","","","00","","","","2","","99"
"2022081594","05","2","228 GARDEN RD","","ELMER","NJ","08318","LEE TRANSPORT SYSTEMS LLC","8563587555","080000","3","","","","Y","1","","","","","","","","00","","","","1","00907709","08"
"2022091853","04","3","5058 WEST CHESTER PIKE PO BOX","","EDGMONT","PA","19028","EDGEMONT STONE & SUPPLY CO INC","4844796201","","","","","","","","","","","","","","","00","","","","2","00042234","04"
"2022101110","02","1","15 OREGON AVE","","PHILA","PA","19148","UPS","9999999999","017000","","","","","N","","","","","","","","","00","","","","2","","03"
"2022112273","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","","","","00","","","","3","","13"
"2023007031","99","99","7777 BREWSTER AVE","","PHILA","PA","19153","AAA","9999999999","025500","","","","","","","","","","","","","","00","","","","2","","99"
"2022004272","02","1","3670 HACKS CROSS RD BLDG G 2ND","","MEMPHIS","TN","381258800","FECERAL EXPRESS CORP","9014349587","016000","","","","","N","","","","","","","","","00","","","","2","00086876","09"
"2022063046","03","0","90 WASHINGTON VALLEY RD","","BEDMINSTER","NJ","07921","B&B FAMILY LLC","5512168108","080000","","","","","N","","","","","","","","","00","","","","3","03681166","09"
"2022078524","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","","","","00","","","","2","","13"
"2022086494","05","0","PO BOX 50068","","KNOXVILLE","TN","37950","HIGHWAY CHEMICAL TRANSPORT","1111111111","999999","","","","","N","","","","","","","99","","00","","","","2","00041216","06"
"2022090285","99","99","UNK","","UNK","NJ","99999","UNK","9999999999","037000","","","","","","","","","","","","","","00","","","","2","","99"
"2022099882","02","7","100 S BROAD ST","","PHILAPELPHIA","PA","19110","CITY OF PHILADELPHIA","2156851700","026000","","","","","N","","","","","","","","","00","","","","1","","09"
"2022099882","02","8","440 N BROAD ST","","PHILADELPHIA","PA","19130","SCHOOL DISTRICT OF PHILADELPHIA","2154004000","030280","","","","","N","","","","","","","","","00","","","","2","02057314","12"
"2022112819","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","","","","00","","","","1","","13"
"2022021879","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","","","","","","","","","","00","","","","2","","13"
"2022025930","02","8","7330 TULIP ST","","PHILADELPHIA","PA","19136","THE FILTERMAN INC","8003324912","","","","","","N","","","","","","","99","","00","","","","1","","10"
"2022032296","03","0","2900 ORTHODOX STREET","","PHILADELPHIA","PA","19137","REPRISE TRANSPORTATION LLC","2154377649","018500","","","","","N","","","","","","N","","","","","","","2","02566815","04"
"2022053020","02","8","440 NORTH BROAD ST","","PHILA","PA","19130","SCHOOL DISRICT OF PHILADELPHIA","2154004350","031300","","","","","N","","","","","","","","","00","","","","2","02057314","12"
"2022068623","02","1","3289 LINDSEY LANE APT 2","","NAPLES","FL","34109","BAILEY MOVING AND STORAGE LLC","8334786683","025950","","","","","N","","","","","","","","","00","","","","1","03323999","09"
"2022077868","02","8","2905 ABBOTSFORD AVE","","PHILADELPHIA","PA","19129","PHILLY TRANSPORT LLC","2158421222","015000","","","","","N","","","","","","","02","A-00123255","00","","","","1","01497653","12"
"2022092945","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","","","","00","","","","3","","13"
"2022103328","02","1","500 MARYLAND DRIVE","","FORT WASHINGTON","PA","19034","FED EX","8004633339","016000","","","","","N","","","","","","","","","00","","","","1","00265752","09"
"2022103328","02","8","3000 ORTHODOX ST","","PHILADELPHIA","PA","19137","MAT BUS CORP","2676325482","012300","","","","","N","","","","","","","","","00","","","","2","02643668","12"
"2022112270","05","2","1713 NORTH MAIN RD","","VINELAND","NJ","08360","SAMUAL CORALUZZO CO INC","8566911142","080000","3","3","3","3","Y","1","1","1","1","","","","","00","","","","2","00156123","08"
"2022118731","05","11","554 FRANKLINVILLE ROAD","","MULLICA HILL","NJ","08062","GARDEN STATE FREEZERS","8564784224","080000","","","","","N","","","","","","","01","","00","","","","2","00456068","08"
"2022003232","02","1","6500 W INDUSTRIAL HWY","","GARY","IN","46406","SWIFT TRASPORTATION","8008002200","080000","","","","","N","","","","","","","","","00","","","","1","00054283","09"
"2022004220","03","4","79 E BALTIMORE PIKE","","MEDIA","PA","19063","GSS WASTE LLC","2152781870","055000","","","","","N","","","","","","","","A-00000000","00","","","","5","03488504","09"
"2022024578","99","99","UNK","","UNK","PA","99999","DANELLA CONSTRUCTION","9999999999","016000","","","","","","","","","","","","","","00","","","","1","","99"
"2022101524","99","8","800 CHESTNUT ST","","PHILA","PA","19107","GERMANTOWN CAB CO","9999999999","","","","","","N","","","","","","","","","00","","","","1","","10"
"2022101524","05","3","3465 MORGAN RD","","BUFORD","GA","30519","ARBUSTINI TRANSPORT LLC","2157798555","080000","","","","","N","","","","","","","01","","00","","","","2","00090251","08"
"2022103092","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","","","","00","","","","1","","13"
"2022115840","99","0","ONE PARKWAY NORTH BLVD SUITE 1","","ONE PARKWAY NORTH BL","IL","60015","ESSENDANT CO","6199339015","080000","","","","","N","","","","","","","","","00","","","","3","00293059","08"
"2022119006","99","99","UNK","","JENKINTOWN","PA","99999","DMPAG INC","9999999999","011000","","","","","N","","","","","","","","","00","","","","1","","99"
"2022124398","99","99","UNK","","UNK","OK","99999","ABF FREIGHT SYSTEMS","9999999999","","","","","","","","","","","","","","","00","","","","3","","99"
"2022014547","99","99","UNK","","UNK","PA","99999","DMPAG INC","9999999999","011000","","","","","","","","","","","","","","00","","","","3","","99"
"2022019654","99","4","UNK","","UNK","PA","99999","GRIT CONSTRUCTION LLC","9999999999","014500","","","","","","","","","","","","","","00","","","","1","","99"
"2022023183","06","3","766 VALLEY FORGE RD","","PHOENIXVILLE","PA","19460","TOTAL RENTALS INC","6109707368","080000","","","","","N","","","","","","N","","","","","","","2","00549761","08"
"2022043942","03","7","100 S BROAD ST FL 3","","PHILADELPHIA","PA","19110","CITY OF PHILADELPHIA","2156861776","057000","","","","","N","","","","","","","","","00","","","","1","99999999","09"
"2022050974","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","","","","","","","","","","00","","","","2","","13"
"2022060071","99","8","2905 ABBOTTSFORD AVE","","PHILADELPHIA","PA","19129","PHILLY TRANSPORTATION LLC","9999999999","","","","","","N","","","","","","","","","00","","","","2","01497653","12"
"2022069894","03","6","8399 BOSTON CHURCH RD","","MILTON","ON","L9T9C5","TKO TRANSPORTATION INC","8664642424","008440","","","","","N","","","","","","","02","","00","","","","2","00494150","08"
"2023000615","05","3","218 ROBERT AVE","","WHITE HOUSE","TN","37188","ALL-LOCK TRANSPORTATION LLC","6155228904","080000","","","","","N","","","","","","","","","00","","","","1","03557774","08"
"2023008995","03","2","611 S 28TH ST","","MILWAUKEE","WI","53215","BULK LOGISTICS","3028382420","080000","","","","","N","","","","","","","99","","00","","","","2","00125432","09"
"2022043516","99","99","ONE JOHN DEERE PLACE","","MOLINE","IL","61265","JOHN DEERE","8563747250","058120","","","","","N","","","","","","","","","00","","","","1","00000009","99"
"2022062085","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","","","","","","","","","","00","","","","2","","13"
"2022063343","99","99","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","073280","","","","","","","","","","","","","","00","","","","2","","99"
"2022079371","02","8","440 N BROAD ST","","PHILADELPHIA","PA","19130","SCHOOL DISTRICT OF PHILADELPHIA","2154009850","025000","","","","","N","","","","","","","","","00","","","","1","","12"
"2022026659","99","99","UNK","","FLOURTON","PA","99999","SYNERGY TOWING & TRANSPORTATIO","9999999999","016500","","","","","N","","","","","","","","","00","","","","2","","99"
"2022043817","02","8","2905 ABBOTTSFORD RAOD","","PHILADELPHIA","PA","19129","PHILLY TRANSPORTION LLC","2158421222","010000","","","","","N","","","","","","","","A-00123255","00","","","","1","01497653","12"
"2022057027","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","","","","","","","","","","00","","","","1","","13"
"2022094637","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","","","","","","","","","","00","","","","2","","13"
"2022004178","04","2","2052 LUCON RD","","SKIPPACK","PA","19474","AMERICAN FUELS LLC","6102223569","073280","3","","","","Y","1","","","","","","","","00","","","","2","01855945","04"
"2022052765","99","99","2132 S 68TH ST","","PHILADELPHIA","PA","19142","PINTO DIAZ","9999999999","","","","","","N","","","","","","","","","00","","","","1","","99"
"2022070923","02","8","8950 EAST LOWRY","","DENVER","CO","80230","TOTAL LONG TERM CARE INC","3038694664","014500","","","","","N","","","","","","","","","00","","","","3","02611140","10"
"2022090212","03","7","100 S. BROAD ST.","","PHILADELPHIA","PA","19110","CITY OF PHILADELPHIA","2156861776","060780","","","","","N","","","","","","","","","00","","","","3","","09"
"2022101846","02","8","1234 MARKET ST","","PHILADELPHIA","PA","19107","SEPTA","2155808111","040800","","","","","N","","","","","","","","","00","","","","1","00010206","13"
"2022014789","04","8","13420 DAMAR DRIVE SUITE M","","PHILADELPHIA","PA","19116","CLASS 1 BUS COMPANY","2159345885","033000","","","","","N","","","","","","","","","00","","","","2","01249440","12"
"2022048834","02","1","13650 HERTIAGE PARKWAY","","FORT WORTH","TX","76177","FEDEX","8004633339","022000","","","","","N","","","","","","","","","00","","","","1","00265752","09"
"2022060037","99","99","P.O. BOX 300","","NOTTINGHAM","PA","19362","HERRS","2159999999","012300","","","","","N","","","","","","","","","00","","","","3","","99"
"2022096714","99","99","UNK","","LANCASTER","PA","99999","LANCASTER FAMILY FARM","9999999999","999999","","","","","","","","","","","","","","00","","","","2","","99"
"2022098735","02","1","7701 LEGACY DR","","PLANTO","TX","75024","ROLLING FRITO LAY SALES LP","9723347000","010001","","","","","N","","","","","","","","","00","","","","1","00926150","03"
"2022119146","03","3","2081B HARTEL AVE","","LEVITTOWN","PA","19057","AMERICAN OVERHEAD DOOR & DOCK IN","2672785561","015000","","","","","N","","","","","","","02","","00","","","","2","01747179","04"
"2023106006","02","98","1200 MARLTON PIKE E STE 513","","CHERRY HILL","NJ","08034","SPPEDY'S TRANPORT LLC","8562172093","035000","","","","","N","","","","","","","","","00","","","","1","03403018","09"
"2022032872","99","99","UNK","","UNK","PA","99999","PENNDOT","9999999999","999999","","","","","","","","","","","","","","00","","","","2","","99"
"2022048835","99","99","UNK","","UNK","PA","99999","STERICYCLE","9999999999","025999","","","","","N","","","","","","","","","00","","","","2","","99"
