"CRN","AXLE_CNT","CARGO_BD_TYPE","CARRIER_ADDR_1","CARRIER_ADDR_2","CARRIER_ADDR_CITY","CARRIER_ADDR_STATE","CARRIER_ADDR_ZIP","CARRIER_NM","CARRIER_TEL","GVWR","HAZMAT_CD1","HAZMAT_CD2","HAZMAT_CD3","HAZMAT_CD4","HAZMAT_IND","HAZMAT_REL_IND1","HAZMAT_REL_IND2","HAZMAT_REL_IND3","HAZMAT_REL_IND4","ICC_NUM","OSIZE_LOAD_IND","PERMITTED","PUC_NUM","SPECIAL_SIZING1","SPECIAL_SIZING2","SPECIAL_SIZING3","SPECIAL_SIZING4","UNIT_NUM","USDOT_NUM","VEH_CONFIG_CD"
"2020051347","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","","","","","","1","","13"
"2020057749","02","1","4919 B ST","","PHILADELPHIA","PA","19120","LUAI J HMIDAN","2679747862","025500","","","","","N","","","","","","N","","","","","","","1","03199107","03"
"2020057749","05","99","7703 ORPHEUS PL","","PHILADELPHIA","PA","19153","HAWKINS TRANSPORT LLC","2674393917","080000","","","","","N","","","","","","N","","","","","","","2","03199107","08"
"2020058075","99","8","1234 MARKET ST","","PHILA","PA","99999","SEPTA","9999999999","999999","","","","","N","","","","","","N","","","","","","","1","","13"
"2020094025","99","1","4747 MCLANE PARKWAY","","TEMPLE","TX","76504","MCLANE COMPANY INC","6092395000","008000","","","","","N","","","","","","N","","","","","","","1","01062707","08"
"2020097741","03","1","148 E STREET RD UNIT 241","","FEASTERVILLE","PA","19053","METROPOLITAN WASTE SYSTEMS INC","2153385050","080000","","","","","N","","","","","","U","","","","","","","1","03419191","09"
"2020098928","99","99","2016 W BERKS ST","","PHILA","PA","19121","BETHLEHEM OF DELIVERANCE","9999999999","025999","","","","","N","","","","","","N","","","","","","","3","","99"
"2020047380","99","99","99","","99","PA","99999","BILL FUNK TRUCKING INC","9999999999","999999","","","","","N","","","","","","N","","","","","","","1","","08"
"2020051920","99","8","1234 MARKET ST","","PHILA","PA","99999","SEPTA","9999999999","999999","","","","","N","","","","","","N","","","","","","","2","","13"
"2020053573","02","4","22 WEST PROSPECT AVE","","MOORESTOWN","NJ","08057","ATA LLC","6097442302","080000","","","","","N","","","","","","N","","","","","","","2","00698434","03"
"2020059436","06","99","BANNISTER LANE","","HOUSTON","TX","11318","VENTURE TRANSPORT LOGISTICS LLC","6094244716","056000","","","","","N","","","","","","N","","","","","","","2","","08"
"2020062946","99","1","99","","99","NJ","99999","AERDUX","9999999999","999999","","","","","N","","","","","","N","","","","","","","1","","99"
"2020089878","03","3","2800 RED LION ROAD","","PHILADELPHIA","PA","19114","SOUTHMARK METAL","9999999999","080000","","","","","N","","","","","","N","","","","","","","2","00010350","08"
"2020096011","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","","","","","","2","","13"
"2020031281","99","0","425 WARING ST","","PHILA","PA","19116","R AND E TRUCKING INC","2672617266","999999","","","","","N","","","","","","N","","","","","","","2","00071644","08"
"2020031707","99","99","3300 POTTSVILLE PIKE","","READING","PA","19612","CLOVER FARMS TRANSPORTATION CO","6109219111","025999","","","","","N","","","","","","N","","","","","","","2","01055789","99"
"2020051897","99","8","1234 MARKET ST","","PHILA","PA","99999","SEPTA","9999999999","999999","","","","","N","","","","","","N","","","","","","","1","","13"
"2020061259","99","1","99","","99","PA","99999","PHILADELPHIA EXTRACT CO INC","9999999999","011000","","","","","N","","","","","","N","","","","","","","1","","99"
"2020076228","05","3","296 DOWELLL RD","","OLIN","NC","28660","GATTON ENTERPRISES","7049025200","024000","","","","","N","","","","","","N","","","","","","","2","03342751","08"
"2020091764","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","","","","","","2","","13"
"2020044432","02","1","2512 ORTHODOX ST","","PHILADELPHIA","PA","19137","CONCRETE CUTTING SYSTEMS","2155330652","011400","","","","","N","","","","","","N","","","","","","","1","00997546","09"
"2020048748","99","99","50 TANNERY RD STE 8","","SOMERVILLE","NJ","88876","TRUCKING JED","9999999999","999999","","","","","N","","","","","","N","","","","","","","2","","99"
"2020051875","99","99","99","","99","PA","99999","UPS","9999999999","017000","","","","","N","","","","","","N","","","","","","","2","","99"
"2020074448","99","0","100 S BROAD ST","","PHILA","PA","19110","CITY OF PHILADELPHIA","2156831700","040000","","","","","N","","","","","","N","","","","","","","2","","09"
"2020003002","02","6","50 HOOK RD","","SHARON HILL","PA","19079","ATR AUTO CENTER","2677883939","018000","","","","","N","","","","","","N","","","","","","","1","02790297","09"
"2020038351","05","6","152 EAGLE ROCK AVE","","ROSELAND","NJ","07068","INTEK AUTO LEASING","6099999999","080000","","","","","N","","","","","","N","","","","","","","2","03303346","08"
"2020051690","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","","","","","","2","","13"
"2020083431","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","","","","","","2","","13"
"2020101023","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","","","","","","2","","13"
"2020017332","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","","","","","","1","","13"
"2020035015","02","1","2901 W. HUNTING PARK AVENUE","","PHILADELPHIA","PA","19129","SHARE FOOD PROGRAM","9999999999","019500","","","","","N","","","","","","N","","","","","","","1","01674442","09"
"2020076745","03","0","6300 PHILADELPHIA PIKE","","CLAYMONT","DE","19703","AMERIBULK TRANSPORT LLC","3027921190","018000","","","","","N","","","","","","N","","","","","","","1","00663114","04"
"2020098333","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","","","","","","2","","13"
"2020103146","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","","","","","","2","","13"
"2021004142","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","","","","","","1","","13"
"2020045944","99","0","560 W BROWN RD SUITE 3001","","MESA","AZ","85201","ESTENSON LOGISTICS LLC","2156391013","080000","","","","","N","","","","","","N","","","","","","","1","00801828","07"
"2020071209","99","99","99","","99","PA","99999","DONATO SPAVENTO & SONS INC","9999999999","018500","","","","","N","","","","","","N","","","","","","","3","","99"
"2020084650","02","3","239 MADISON AVENUE SUITE C","","WARMINSTER","PA","18974","OLYMPIC SERVICES INC","2153234502","017950","","","","","N","","","","","","N","","","","","","","1","02564577","03"
"2020099985","04","4","1300 CONSTITUTION AVE","","READING","PA","19606","BLAKES TRUCKING","6103689484","073280","","","","","N","","","","","","N","","A-8915932","","","","","2","02138259","04"
"2020076740","03","1","650 4TH AVE","","LINDENWOLD","NJ","08021","MANJARRES TRANSPORTATION LLC","6097072781","080000","","","","","N","","","","","","N","","","","","","","1","01750497","08"
"2020009495","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","","","","","","3","","13"
"2020029153","99","8","99","","PHHILA","PA","99999","SEPTA","9999999999","999999","","","","","N","","","","","","N","","","","","","","1","","13"
"2020037535","03","99","25 COVEY LN APT F","","GREENSBORO","NC","27406-6829","FLY WALKER LLC","8162295791","017500","","","","","N","","","","","","N","","","","","","","2","03366303","04"
"2020050507","03","1","3630 HACKS CROSS RD","","MEMPHIS","TN","38125-0000","FED EX EXPRESS","2155197694","080000","","","","","N","","","","","","N","","","","","","","2","00086876","08"
"2020062719","99","99","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","019500","","","","","N","","","","","","N","","","","","","","2","","99"
"2020070050","99","99","99","","99","ZZ","99999","RIVERFRONT MOVING & STORAGE LL","9999999999","012000","","","","","N","","","","","","N","","","","","","","1","","99"
"2020080057","99","99","99","","99","PA","99999","DIAZ","9999999999","016000","","","","","N","","","","","","N","","","","","","","1","","99"
"2020080527","99","99","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","999999","","","","","N","","","","","","N","","","","","","","1","","99"
"2020091424","02","8","1234 MARKET STREET","","PHILADELPHIA","PA","19107","SOUTHEASTERN PA TRANS. AUTHORITY","2155807853","050000","","","","","N","","","","","","N","","","","","","","4","00010206","13"
"2020052256","99","8","1234 MARKET ST","","PHILADELPHIA","PA","19107","SEPTA","2155807800","999999","","","","","N","","","","","","N","","","","","","","2","00005386","13"
"2020062830","99","99","UNKNOWN","","UNKNOWN","ZZ","99999","MOTOR CARRIERS","9999999999","999999","","","","","N","","","","","","N","","","","","","","1","","99"
"2020066781","04","5","355 NEWBOLD RD","","FAIRLESS HILLS","PA","19030","ALTA INDUSTRAIL PROPERTIES INC","2152950777","080000","","","","","N","","","","","","N","","","","","","","1","02591895","04"
"2020066781","04","99","1137 E VANANGO ST","","PHILADELPHIA","PA","19134","MOLLY LEASING COMPANY","2155354994","060000","","","","","N","","","","","","N","","","","","","","3","00936353","04"
"2020079692","99","99","4501 STENTON AVE","","PHILADELPHIA","PA","19144","MR KITT'S SERVICE CENTER INC","2158820073","025500","","","","","N","","","","","","N","","","","","","","2","02791909","98"
"2020082492","99","7","100 S BROAD ST 3RD FLOO","","PHILA","PA","19110","CITY OF PHIALDELPHIA","9999999999","060000","","","","","N","","","","","","N","","","","","","","2","","99"
"2020105327","99","99","2300 STATION RD","","NORTH CHESTERFIELD","VA","23234","RYDER TRUCK RENTAL","9999999999","999999","","","","","N","","","","","","N","","","","","","","3","","99"
"2020109312","05","2","1100 S HEALD ST","","WILMINGTON","DE","19801","HMA CONCRETE LLC","3026569999","080000","","","","","N","","","","","","N","","","","","","","1","02279901","08"
"2020110921","03","99","853 SAINT JOHNS ROAD","","DRUMS","PA","18222","ENGLE-HAMBRIGHT & DAVIES INC","7173945861","013000","","","","","N","","","","","","N","","","","","","","2","02174721","08"
"2020110921","03","99","853 SAINT JOHNS ROAD","","DRUMS","PA","18222","ENGLE-HAMBRIGHT & DAVIES INC","7173945681","012000","","","","","N","","","","","","N","","","","","","","4","02174721","09"
"2020057204","05","99","10000 BESSIE COLEMAN DRIVE","","CHICAGO","IL","60666","PV HOLDING CORPORATION","7738254642","080000","","","","","N","","","","","","N","","","","","","","2","00682551","08"
"2020063967","02","99","480 SHOEMAKER RD","","KING OF PRUSSIA","PA","19406","LE BUS BAKERY INC","4842552100","014500","","","","","N","","","","","","N","","","","","","","2","","99"
"2020066769","99","99","99","","99","PA","99999","HOT WHEELZ TOWING LLC","9999999999","018000","","","","","N","","","","","","N","","","","","","","2","","99"
"2020070073","02","1","8909 ALTON ST","","PHILADELPHIA","PA","19115","ALAA TURKI","2159195008","008550","","","","","N","","","","","","N","","A-0037318","","","","","2","00019311","09"
"2020076652","99","0","609-45 YORKLAND BLVD","","BRAMPTON","ON","L6P4B4","CTS LOGISTICS","6479063315","999999","","","","","N","","","","","","N","","","","","","","1","02987063","08"
"2020094825","03","7","197 SWAMP CREEK RD","","GILBERTSVILLE","PA","19525","WASTE MANAGEMENT OF PA","6106267500","073280","","","","","N","","","","","","N","","","","","","","2","00344050","99"
"2020103738","99","99","3000 E HEDLEY ST","","PHILA","PA","19137","REPUBLIC SERVICES","9999999999","073280","","","","","N","","","","","","N","","","","","","","1","","99"
"2020018894","08","3","816 COUNTY ROAD 23","","BLOOMINGDALE","OH","43910","JW DEGARMO TRUCKING LLC","2089544091","104000","","","","","N","","","","","","Y","","","","","","","2","03351397","08"
"2020029502","99","8","1234 MARKET ST","","PHILAELPHIA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","","","","","","1","","13"
"2020032330","99","1","55 EMERSON PLZ","","EMERSON","NJ","07630","SUNRISE CO","2018159798","026000","","","","","N","","","","","","N","","","","","","","1","03360110","09"
"2020045215","","1","148 E STREET ROAD UNIT 241","","FEASTERVILLE","PA","19053","METROPOLITAN WASTE SYSTEMS INC","8773867258","034000","","","","","N","","","","","","N","","","","","","","1","02535842","08"
"2020071215","03","4","337 HUNTINGTON DRIVE","","DELRAN","NJ","08075","NAZAR TRUCKING LLC","8564610189","080000","","","","","N","","","","","","N","","","","","","","1","00152980","04"
"2020079556","99","99","99","","99","ZZ","99999","99","9999999999","011500","","","","","N","","","","","","N","","","","","","","1","","99"
"2020013218","99","99","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","999999","","","","","N","","","","","","N","","","","","","","1","","08"
"2020023259","03","1","2001 HYLAND AVENUE  P O BOX 10","","KAUKAUNA","WI","54130","V & S NIDWEST CARRIERS","8008764330","080000","","","","","N","","","","","","N","","","","","","","3","00292644","08"
"2020066880","99","99","XXXXX","","105 FAIRFEILD ROAD","NJ","07004","XXXXXX","9999999999","999999","","","","","N","","","","","","Y","","","","","","","1","","99"
"2020012435","02","99","167 BRADDOCK AVE","","HAMMONTON","NJ","08037","PHASE III TRUCKING","8009999999","080000","","","","","N","","","","","","N","","","","","","","2","00057789","08"
"2020015479","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","","","","","","4","","13"
"2020063046","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","","","","","","2","","13"
"2020063208","99","99","UNKNOWN","","UNKNOWN","ZF","99999","UNKNOWN","9999999999","","","","","","","","","","","","U","","","","","","","2","99999999","99"
"2020090775","99","1","1112 ROUTE 41 SUITE 103","","SCHERERVILLE","IN","56375","EVANS DELIVERY CO","2155354300","080000","","","","","N","","","","","","N","","","","","","","2","00038111","09"
"2020091245","02","1","2109 BELLEMEAD AVE","","HAVERTOWN","PA","19083","SSMT PHL LLP","6107080807","026000","","","","","N","","","","","","N","","","","","","","1","02562112","03"
"2020000481","99","8","6971 NORWITCH DR","","PHILADELPHIA","PA","19153","TRANSPORTATION LEE","2672066751","028643","","","","","N","","","","","","N","","","","","","","1","00842128","13"
"2020035275","03","1","134 LAUREL RD","","PITMAN","NJ","08071","CAMPBELL'S AUTO EXPRESS","8565898300","065000","","","","","N","","","","","","N","","A-00112743","","","","","3","00023705","08"
"2020035652","99","8","1234 MARKET ST","","PHILA","PA","19141","SEPTA","2159999999","999999","","","","","N","","","","","","N","","","","","","","1","00008524","13"
"2020089453","02","4","1023 SOMERS POINT RD","","EGG HARBO TWP","NJ","08234","GBVB LLC","6096257771","026000","","","","","N","","","","","","N","","","","","","","1","03379470","09"
"2020103321","02","99","15 DAGMAR PL","","STAMFORD","CT","06905","SUNNY LOGISITICS","9738000406","014000","","","","","N","","","","","","N","","","","","","","1","03393782","98"
"2020001642","99","99","2100 NORTH HIGHWAY 360 STE 130","","GRAND PRAIRIE","TX","75050","GSA TRANSPORT LLC","0000000000","999999","","","","","N","","","","","","N","","","","","","","1","02963009","05"
"2020017657","99","8","440 N BROAD","","PHILADELPHIA","PA","19130","SCHOOL DISTRICT OF PHILADELPHIA","9999999999","036200","","","","","N","","","","","","N","","","","","","","1","","12"
"2020028098","99","99","99","","99","PA","99999","PENSKE LEASING AND RENTAL CO","9999999999","025999","","","","","N","","","","","","N","","","","","","","2","","99"
"2020075108","99","8","1234 MARKET ST","","PHILA","PA","99999","SEPTA","9999999999","999999","","","","","N","","","","","","N","","","","","","","2","","13"
"2020084163","99","99","5746 NASSAU RD","","PHILADELPHIA","PA","19131","JAMES GRANT","9999999999","080000","","","","","N","","","","","","N","","","","","","","2","","08"
"2020106179","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","","","","","","2","","13"
"2020113990","04","4","200 CENTER ST","","CONSHOHOCKEN","PA","19428","HC GIAMO INC","9999999999","073280","","","","","N","","","","","","N","","","","","","","2","00842943","04"
"2021000250","03","7","249 ALLENTOWN ROAD","","SOUDERTON","PA","18964","JBS SOUDERTON INC","2157235555","060600","","","","","N","","","","","","N","","A-3208413","","","","","1","00005027","09"
"2020016624","05","1","900 JULIAN LANE","","BEAR","DE","19701","EASTERN MAIL TRANSPORT  INC","3208380500","080000","","","","","N","","","","","","N","","","","","","","1","00189683","08"
"2020020206","05","1","4703 BATH ST","","PHILADELPHIA","PA","19134","EXPEDITED FREIGHT SERVICES","2157838215","080000","","","","","N","","","","","","N","","","","","","","1","00910969","08"
"2020033699","99","8","1234 MARKET ST","","PHILA","PA","99999","SEPTA","9999999999","999999","","","","","N","","","","","","N","","","","","","","1","","13"
"2020035214","02","8","2328 EBURY CT","","BENSALEM","PA","19020","THE INSULATION COMPANY","2675302662","012500","","","","","N","","","","","","N","","","","","","","2","","10"
"2020049953","02","1","1813 UNDERWOOD BLVD","","DELRAN","NJ","08075","BILLOWS ELECTRIC SUPPLY","2153033517","026000","","","","","N","","","","","","N","","","","","","","2","","05"
"2020027281","99","1","3050 PRINCETON AVE","","PHILADELPHIA","PA","19149","CJF TRUCKING LLC","7578939135","080000","","","","","N","","","","","","N","","","","","","","2","01750497","08"
"2020072095","99","99","10 REANEY STREET","","CHESTER","PA","19013","FLOORS AND FIREPROOFING INC","6107661478","017950","","","","","N","","","","","","N","","","","","","","1","00443769","99"
"2020083026","99","99","2419 CLEARFIELD","","PHILA","PA","19134","WILKINSON","9999999999","024000","","","","","N","","","","","","N","","","","","","","4","","99"
"2020102373","03","1","2203 GARRY RD","","CINNAMINSON","NJ","08077","MYLES TRANSPORTAT, ION INC","6093515838","056000","","","","","N","","","","","","N","","","","","","","2","","04"
"2021004113","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","","","","","","2","","13"
"2020029307","02","1","47 HERSHEL ST","","FSTRVL TRVOSE","PA","19053","CUNDARI TRUCKING CO INC","2153558689","020000","","","","","N","","","","","","N","","","","","","","2","00225618","09"
"2020030542","99","7","100 S. BROAD ST. 3RD FL.","","PHILADELPHIA","PA","19110","PHILADELPHIA","2156855489","023000","","","","","N","","","","","","N","","","","","","","1","","05"
"2020030542","99","7","100 S. BROAD ST. 3RD FL.","","PHILADELPHIA","PA","19110","PHILADELPHIA","2156855489","062000","","","","","N","","","","","","N","","","","","","","2","","05"
"2020032938","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","","","","","","2","","13"
"2020058955","04","4","12 GOTWALS LN","","OLEY","PA","19547-9261","BROOK LEDGE INC","6109879178","075000","","","","","N","","","","","","N","","","","","","","1","00085484","09"
"2020058955","03","4","960 S HUNT RD","","NEWTOWN SQUARE","PA","19073","MAYFIELD GARDENS INC","6103530363","080000","","","","","N","","","","","","N","","","","","","","2","00636304","09"
"2020060028","99","8","1234 MARKET ST","","PHILA","PA","99999","SEPTA","9999999999","999999","","","","","N","","","","","","N","","","","","","","2","","13"
"2020066460","99","99","99","","99","PA","99999","SAVVY SMART HOMES LLC","9999999999","025950","","","","","N","","","","","","N","","","","","","","3","","99"
"2020025493","05","99","1535 NEW HOPE CHURCH RD","","TUNNEL HILL","GA","30755","USXPRESS LEASING INC","7066736592","080000","","","","","N","","","","","","N","","","","","","","2","00303024","08"
"2020033704","02","1","5117 TORRESDALE AVE 19124","","PHILADELPHIA","PA","19124","PRODUCE TRUCK","9999999999","026000","","","","","N","","","","","","N","","","","","","","1","","03"
"2020060502","03","99","2711 N HASKELL AVE STE 2000","","DALLAS","TX","75205","USI SOUTHWEST DALLAS/TRUCK","2672734756","080000","","","","","N","","","","","","U","","","","","","","4","01836511","08"
"2020027231","99","6","751 BROADWAY","","PATERSON","NJ","07514","KJJ TRANSPORT COR, P","8622327472","080000","","","","","N","","","","","","N","","","","","","","2","03132308","08"
"2020051330","99","8","1234 MARKET ST","","PHILA","PA","99999","SEPTA","9999999999","999999","","","","","N","","","","","","N","","","","","","","2","","13"
"2020060512","05","3","11825 MURRE COURT","","WALDORF","MD","20601","TRUE BLUE LOGISTICS LLC","0000000000","080000","","","","","N","","","","","","N","","","","","","","1","03398481","08"
"2020067666","05","1","3088 ELM POINT INDUSTRIAL DRIV","","ST. CHARLES","MO","63301","STL TRUCKING LLC","3143966922","080000","","","","","N","","","","","","N","","","","","","","2","02523551","08"
"2020073253","02","1","47 HERSHEL ST","","FEASTERVILLE","PA","19053","CUNDARI","0000000000","026000","","","","","N","","","","","","N","","","","","","","1","00225618","09"
"2020080626","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","","","","","","2","","13"
"2020088990","02","8","2905 ABBOTTSFORD AVE","","PHILADELPHIA","PA","19129","PHILLY TRANSPORTATION LLC","2674608698","031000","","","","","N","","","","","","N","","","","","","","3","01497653","12"
"2020108333","02","99","205 RACE ST","","PHILADELPHIA","PA","19106","POLYLOGIX INC","9999999999","080000","","","","","N","","","","","","N","","","","","","","1","99999999","09"
"2020108333","03","4","1269 READING AVE","","BOYERTOWN","PA","19512","WJ MENKINS HAULING INC.","9999999999","080000","","","","","N","","","","","","N","","","","","","","2","01489984","09"
"2020039424","99","99","99","","99","PA","99999","FRISON","9999999999","016500","","","","","N","","","","","","N","","","","","","","2","","99"
"2020060570","99","99","99","","99","PA","99999","CHAU","9999999999","012000","","","","","N","","","","","","N","","","","","","","6","","99"
"2020061135","03","0","4500 SALISBURY ROAD 3RD FLOOR","","JACKSONVILLE","FL","32216","RAILPORT SERVICES LLC","9048530857","018500","","","","","N","","","","","","N","","","","","","","1","01852080","08"
"2020100484","99","99","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","999999","","","","","N","","","","","","N","","","","","","","2","","99"
"2020105500","02","0","17TH &ARSENAL BLVD","","HARRISBURG","PA","17120","PENNDOT OFFICIAL USETRUCK","9999999999","038000","","","","","N","","","","","","N","","","","","","","2","00902072","06"
"2020084331","99","99","UNK","","UNK","ZZ","99999","UNK","9999999999","999999","","","","","N","","","","","","N","","","","","","","1","","99"
"2020086213","02","2","103 WOODLAWN RANCH ROAD","","HOUMA","LA","70363","SAIA MOTOR FREIGHT LINE LLC","8007657242","080000","","","","","N","","","","","","N","","","","","","","2","00029124","08"
"2020093307","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","","","","","","1","","13"
"2020096511","04","1","1114 W ROUTE 313","","PERKASIE","PA","18944","V TEK ENTERPRISES","2676402967","073280","","","","","N","","","","","","N","","","","","","","2","01233691","09"
"2020097413","03","1","6500 W INDUSTIRLA HWY","","GARY","IN","46406","SWIFT TRANSPORTATION CO OF AZ LL","8004676017","080000","","","","","N","","","","","","N","","","","","","","1","00054283","08"
"2021000241","99","99","64 FRANCIS MEYERS ROAD","","NEW BRITAIN","PA","18901","C & A TOOLS INC.","9999999999","017000","","","","","N","","","","","","N","","","","","","","2","","99"
"2020004215","05","1","5816 LANKERSHIM BLVD., STE A","","N. HOLLYWOOD","CA","91601","TRUBLU FRIEGHT INC","3235031871","080000","","","","","N","","","","","","N","","","","","","","2","01307503","08"
"2020010018","99","2","1176 RT 40, PO BOX 169","","WOODSTOWN","NJ","08098","SJ LEASING CO","8005242552","999999","3","2","","","Y","1","1","","","","N","","","","","","","2","00154323","08"
"2020019227","99","99","99","","99","PA","99999","MATHES","9999999999","024500","","","","","N","","","","","","","","9999999999","","","","","2","","99"
"2020033122","99","99","99","","99","PA","99999","DERKAS AUTOBODY INC.","9999999999","011000","","","","","N","","","","","","N","","","","","","","1","","99"
"2020034046","05","1","1 SILVERLINE DR","","NORTH BRUNSWICK TOWN","NJ","08902","SILVER LINE BUILDING PRODUCTS","8005496834","080000","","","","","N","","","","","","N","","","","","","","2","00026741","08"
"2020034459","99","99","99","","PHILA","PA","99999","GALLAGHER TIRE","9999999999","999999","","","","","N","","","","","","N","","","","","","","1","","99"
"2020037537","03","1","2704 GRANVILLE AVE","","MELROSE PARK","IL","60164","SIT EXPEDITORS INC","7736485765","080000","","","","","N","","","","","","N","","","","","","","1","02478830","08"
"2020047950","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","","","","","","1","","13"
"2020049649","04","4","3015 E ONTARIO ST","","PHILADELPHIA","PA","19134","SPANO BROTHERS LEASING","2150000000","073280","","","","","N","","","","","","N","","","","","","","2","","99"
"2020050262","99","99","1638 S 19TH STREET","","PHILA","PA","19145","CARLISILE WILSON","2157387573","080000","","","","","N","","","","","","N","","","","","","","2","02201556","08"
"2020051371","99","7","508 E BALTIMORE AVE","","LANSDOWNE","PA","19050","ACCURATE TRASH REMOVAL","6102846600","073280","","","","","N","","","","","","N","","","","","","","2","00913616","09"
