"CRN","AXLE_CNT","CARGO_BD_TYPE","CARRIER_ADDR_1","CARRIER_ADDR_2","CARRIER_ADDR_CITY","CARRIER_ADDR_STATE","CARRIER_ADDR_ZIP","CARRIER_NM","CARRIER_TEL","GVWR","HAZMAT_CD1","HAZMAT_CD2","HAZMAT_CD3","HAZMAT_CD4","HAZMAT_IND","HAZMAT_REL_IND1","HAZMAT_REL_IND2","HAZMAT_REL_IND3","HAZMAT_REL_IND4","ICC_NUM","OSIZE_LOAD_IND","PERMITTED","PUC_NUM","SPECIAL_SIZING1","SPECIAL_SIZING2","SPECIAL_SIZING3","SPECIAL_SIZING4","UNIT_NUM","USDOT_NUM","VEH_CONFIG_CD"
"2023034963","05","1","923 DISSTON ST","","PHILADELPHIA","PA","19111","LACOSTA EXPRESS LLC","2672597668","080000","","","","","N","","","","","","","","","00","","","","1","03140758","08"
"2023059885","","0","36 BRUNSWICK AVE.","","EDISON","NJ","08873","MS INTERNATIONAL INC","7325324133","","","","","","N","","","","","","","","A-00000000","00","","","","2","01065893","09"
"2023069745","05","1","10035 GRAND AVE STE 201","","FRANKLIN PARK","IL","60164","LTE TRUCKING INC","3122487376","080000","","","","","N","","","","","","","","","00","","","","1","02791192","08"
"2023077332","99","1","UNK","","UNK","ZZ","99999","UNK","9999999999","","","","","","","","","","","","","","","00","","","","1","","99"
"2023102412","99","99","UNK","","UNK","PA","99999","UPT FINEST TRANSPORT RECOVERY","9999999999","016500","","","","","","","","","","","","","","00","","","","1","","99"
"2023112025","99","99","UNK","","PHILA","PA","19107","CITY OF PHILA","9999999999","019500","","","","","","","","","","","","","","00","","","","1","","99"
"2023036978","03","11","1513 N IOWA ST","","CHANDLER","AZ","85225-7042","FEATHERSTON TRANSPORT LLC","9999999999","010001","","","","","N","","","","","","","02","","00","","","","1","01904341","08"
"2023062824","05","98","1715 ATLAS ST","","COLUMBUS","OH","43228","MF TRUCKING","7023961690","080000","","","","","N","","","","","","","02","","00","","","","1","03518678","04"
"2023073318","02","1","100 S BROAD ST","","PHILADELPHIA","PA","19110","CITY OF PHILADELPHIA","2156831700","019500","","","","","N","","","","","","","","","00","","","","1","","09"
"2023112033","99","4","UNK","","PHILA","PA","99999","NICO LANDSCAPING INC","9999999999","056000","","","","","N","","","","","","","","","00","","","","1","","99"
"2023117701","04","1","318 W CALABREEZE WAY","","LITTLE EGG HARBOR","NJ","08087","OLYMPIC NATIONAL EXPRESS","8563206984","","","","","","N","","","","","","","99","","00","","","","2","00807165","08"
"2023013130","02","8","1234 MARKET STREET","","PHILADELPHIA","PA","19107","SEPTA","2155807800","","","","","","N","","","","","","","","","00","","","","2","","15"
"2023016064","02","1","725 E ERIE AVE","","PHILADELPHIA","PA","19134","LIBERTY CC TRANSPORTATION LLC","9999999999","054999","","","","","N","","","","","","","","","00","","","","1","03674824","03"
"2023039280","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","","","","00","","","","2","","13"
"2023049644","99","99","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","019500","","","","","","","","","","","","","","00","","","","1","","99"
"2023079736","02","1","220 KAIGHS AVE","","CAMDEN","NJ","08103","MERCHANTVILLE OVERHEAD DOOR COMP","8563381214","014200","","","","","N","","","","","","","","","00","","","","1","01301093","03"
"2023092354","05","3","2052 LUCON RD","","SKIPPACK","PA","19474","HAINES & KIBBLEHOUSE INC","6105848500","080000","","","","","N","","","","","","","","","00","","","","1","02572815","08"
"2023003267","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","","","","00","","","","2","","13"
"2023070834","03","5","613 W OAK LANE","","GLENOLDEN","PA","19036","ADVANCE TRANSIT MIX INC","6104612182","073280","","","","","N","","","","","","","99","","00","","","","2","02092745","04"
"2023077272","05","1","1800 CHAPEL AVE WEST STE 202","","CHERRY HILL","NJ","08002","MARK TRAN INC","8564861122","080000","","","","","N","","","","","","","","","00","","","","2","01034073","08"
"2023101777","99","99","UNK","","PHILA","PA","99999","CITY OF PHILA","9999999999","060000","","","","","","","","","","","","","","00","","","","2","","99"
"2023113534","99","4","UNK","","UNK","PA","99999","UNK","9999999999","","","","","","","","","","","","","","","00","","","","1","","99"
"2023114942","02","8","1234 MARKET ST","","PHILADELPHIA","PA","19107","SOUTHEASTERN PENNSYLVANIA TRANSP","2155807800","035000","","","","","N","","","","","","","","","00","","","","2","00010206","13"
"2024002070","03","4","4408 HARDING HIGHWAY","","NEWFIELD","NJ","08344","DEMOLITION LAND CLEARANCE","8563647854","080000","","","","","N","","","","","","","","","00","","","","2","02459918","04"
"2023011541","99","99","UNK","","PHILA","PA","99999","CITY OF PHILA","9999999999","025000","","","","","N","","","","","","","","","00","","","","1","","99"
"2023014280","99","99","UNK","","UNK","PA","99999","DAVID ERB CONTRACTORS INC","9999999999","017950","","","","","N","","","","","","","","","00","","","","1","","99"
"2023033595","99","1","UNK","","UNK","AZ","99999","UHAUL","9999999999","","","","","","N","","","","","","","","","00","","","","1","","99"
"2023043771","99","8","1234 MARKET STREET FL 9","","PHILADELPHIA","PA","19107","SEPTA","2155808100","033001","","","","","","","","","","","","","","00","","","","2","00010206","13"
"2023053406","05","1","2675 MORGANTOWN ROAD","","READING","PA","19607","PENSKE TRUCK LEASING","3026886913","080000","","","","","N","","","","","","","02","","00","","","","1","03415767","09"
"2023053732","02","1","5101 UNRUH AVE","","PHILADELPHIA","PA","19135","SUPERIOR MOVING AND STORAGE","2153355500","017950","","","","","N","","","","","","","","A-00103923","00","","","","2","00390115","09"
"2023057362","99","8","1234 MARKET","","PHILA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","","","","00","","","","2","","13"
"2023067575","99","99","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","999999","","","","","","","","","","","","99","999999","00","","","","1","99999999","99"
"2023092705","99","8","UNK","","PHILA","PA","99999","TRUSTEES OF THE UNIVERSITY OF","9999999999","","","","","","N","","","","","","","","","00","","","","1","","10"
"2023004021","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTSA","9999999999","","","","","","N","","","","","","","","","00","","","","1","","13"
"2023042333","03","98","100S BROAD ST 3RD FL","","PHILADELPHIA","PA","19110","CITY OF PHILADELPHIA","2156861776","080000","","","","","N","","","","","","","","","00","","","","2","","98"
"2023059399","99","1","UNK","","PHILA","PA","99999","YOUSEF LLC","9999999999","","","","","","","","","","","","","","","00","","","","2","","99"
"2023085790","99","1","2929 WALNUT ST","","PHILA","PA","19104","UPENN","9999999999","","","","","","N","","","","","","","","","00","","","","2","","99"
"2023117262","02","1","7701 LEGACY DRIVE","","PLANO","TX","75024","ROLLING FRITO LAY SALES LP","9723347000","026000","","","","","N","","","","","","","","","00","","","","1","00926150","09"
"2023044300","02","1","11401 ROOSEVELT BLVD.","","PHILADELPHIA","PA","19154","UNITED REFRIGERATION INC.","2159689100","032900","","","","","N","","","","","","","99","","00","","","","1","00257749","02"
"2023053863","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","","","","00","","","","2","","13"
"2023067627","02","8","1234 MARKET ST","","PHILADELPHIA","PA","19107","SOUTHEASTERN PENNSYLVANIA TRANSP","2155808100","042540","","","","","N","","","","","","","","","00","","","","1","00010206","15"
"2023069747","99","99","UNK","","PHILA","PA","99999","COLORADO CONSTRUCTION LLC","9999999999","012000","","","","","","","","","","","","","","00","","","","1","","99"
"2023106434","02","1","1913 WASHINGTON AVE","","PHILADELPHIA","PA","19146","A & A INTERNATIONAL FOODS","2157354334","019500","","","","","N","","","","","","","","","00","","","","1","02446665","09"
"2024001024","03","3","3401 MOORE ST","","PHILADELPHIA","PA","19145","BUCKLEY & COMPANY INC","2153347500","011567","","","","","N","","","","","","","02","","00","","","","2","00033314","04"
"2023023876","99","99","UNK","","PHILA","PA","99999","RELIANT SERVICES LLC","9999999999","012000","","","","","","","","","","","","","","00","","","","2","","99"
"2023031401","99","1","UNK","","PHILA","PA","99999","CITY OF PHILA","9999999999","","","","","","N","","","","","","","","","00","","","","2","","99"
"2023049024","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","","","","00","","","","2","","13"
"2023061525","99","8","1234 MARKET ST 14TH FL","","PHILA","PA","19107","SEPTA","2155807800","037920","","","","","N","","","","","","","","","00","","","","2","","13"
"2023077394","99","1","UNK","","UNK","NJ","99999","EASTERN L I FT TRUCK CO","9999999999","","","","","","N","","","","","","","","","00","","","","2","","99"
"2023086135","99","6","2347 N 7TH ST","","HARRISBURG","PA","17110","USPS","8002758777","","","","","","N","","","","","","","99","","00","","","","1","","08"
"2023017843","99","1","UNK","","PHILA","PA","99999","MEDICAL TRANSPORTATION PROVIDE","9999999999","","","","","","N","","","","","","","","","00","","","","3","","99"
"2023046013","03","1","1016 FREINSHIP ST","","PHILA","PA","19111","CLEAN OUT DEMOLITION INC","2154255443","066000","","","","","N","","","","","","","","","00","","","","1","03804322","09"
"2023094176","02","1","3630 HACKS CROSS ROAD","","MEMPHIS","TN","38125","FEDERAL EXPRESS CORPORATION","8004633339","074000","","","","","N","","","","","","","01","","00","","","","1","00086876","08"
"2023117350","99","99","UNK","","UNK","PA","99999","UNK","9999999999","010100","","","","","","","","","","","","","","00","","","","2","","99"
"2023075209","99","99","UNK","","UNK","IN","99999","UNK","9999999999","","","","","","","","","","","","","","","00","","","","1","","99"
"2023088721","02","98","100 S BROAD ST","","PHILALADELPHIA","PA","19106","CITY OF PHILADELPHIA","0000000000","042000","","","","","N","","","","","","","","","00","","","","2","","09"
"2023103641","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","","","","00","","","","1","","13"
"2023006924","99","99","UNK","","UNK","ZZ","99999","UNK","9999999999","","","","","","","","","","","","","","","00","","","","1","","99"
"2023006924","03","98","3348 N SMEDLEY ST","","PHILADELPHIA","PA","19140","COREY/DENISE TRANSPORT/SALVAGE","2673386512","080000","","","","","N","","","","","","","","","00","","","","2","00349489","98"
"2023039747","02","0","430 SWEDESBORO AVE.,  PO BOX 4","","MICKLETON","NJ","08056","ATLAS FLASHER & SUPPLY CO., INC","6104692602","025500","","","","","N","","","","","","","","","00","","","","3","01041480","09"
"2023042562","04","4","17TH & ARSENALBLVD","","HARRISBURG","PA","17120","PENNDOT","6102056934","040000","","","","","N","","","","","","","02","","00","","","","2","09778077","04"
