"CRN","MC_BAG_IND","MC_DVR_BOOTS_IND","MC_DVR_EDC_IND","MC_DVR_EYEPRT_IND","MC_DVR_HLMT_TYPE","MC_DVR_HLMTDOT_IND","MC_DVR_HLMTON_IND","MC_DVR_LNGPNTS_IND","MC_DVR_LNGSLV_IND","MC_ENGINE_SIZE","MC_PASSNGR_IND","MC_PAS_BOOTS_IND","MC_PAS_EYEPRT_IND","MC_PAS_HLMTDOT_IND","MC_PAS_HLMTON_IND","MC_PAS_HLMT_TYPE","MC_PAS_LNGPNTS_IND","MC_PAS_LNGSLV_IND","MC_TRAIL_IND","UNIT_NUM"
2019131561," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2019062423," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019071511," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019076949," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019093799," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019036597," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019055027," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019094243," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2019105631,"N","Y","Y","Y","1","Y","Y","Y","Y","01000","N"," "," "," "," "," "," "," ","N",2
2019067378," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019079101,"N","N","U","Y","0","N","N","N","N","00500","Y","N","N","N","N","0","Y","N","N",1
2019079275," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019069219,"N","U","U","Y","1","U","U","U","U","00000","N"," "," "," "," "," "," "," ","N",2
2019074472,"N","U","Y","Y","1","Y","U","Y","Y","01000","N"," "," "," "," "," "," "," ","N",2
2019082344,"N","U","N","N","0","N","N","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2019088493,"U","U","U","Y","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","U",1
2019093968," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019102362," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019042924," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2019068569,"N","Y","U","Y","1","Y","U","Y","Y","01000","N"," "," "," "," "," "," "," ","N",1
2019076104," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019121421,"N","Y","Y","Y","3","Y","Y","Y","Y","00650","N"," "," "," "," "," "," "," ","N",1
2019047074," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019114659," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019029647,"Y","N","Y","Y","1","Y","Y","Y","Y","01200","Y","Y","Y","Y","Y","1","Y","Y","N",2
2019050168,"U","U","N","N","0","N","N","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2019062723,"U","U","U","U","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2019069828,"N","U","U","U","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2019089734," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019094407," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2019096398,"N","U","U","N","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","N",2
2019098754," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019128310,"U","U","U","U","9","U","U","U","U","99999","Y","U","N","N","N","0","U","U","N",1
2019038794,"N","U","U","N","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2019056692,"N","N","U","N","0","N","N","Y","N","01000","N"," "," "," "," "," "," "," ","N",1
2019057575,"U","U","U","U","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2019057843,"N","N","N","Y","2","U","Y","Y","Y","00050","N"," "," "," "," "," "," "," ","N",1
2019067033,"U","U","U","U","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","U",2
2019074923," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019076090," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019086529," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019089745,"N","N","U","U","0","N","N","Y","N","00001","N"," "," "," "," "," "," "," ","N",2
2020000265,"Y","Y","Y","Y","1","Y","Y","Y","Y","01800","N"," "," "," "," "," "," "," ","N",2
2020002964,"N","U","N","U","9","U","U","U","U","01000","N"," "," "," "," "," "," "," ","N",1
2019057505,"U","U","U","U","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","U",1
2019058464,"Y","Y","Y","Y","3","Y","U","Y","Y","00250","N"," "," "," "," "," "," "," ","N",1
2019080230," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019092261," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019095254,"N","U","U","U","9","U","U","Y","N","99999","N"," "," "," "," "," "," "," ","N",2
2019113277," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2019121570," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019027024," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019065287,"N","N","U","U","1","N","Y","Y","Y","01340","N"," "," "," "," "," "," "," ","N",2
2019066723,"N","Y","U","Y","1","Y","Y","Y","Y","01800","N"," "," "," "," "," "," "," ","N",2
2019068386,"N","U","Y","U","0","N","N","U","U","00099","N"," "," "," "," "," "," "," ","N",1
2019071651," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019099586," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019047003,"N","N","N","Y","1","N","Y","N","N","00100","N"," "," "," "," "," "," "," ","N",1
2019100769," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019030148," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019036230," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019075437," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019084445,"N","U","Y","U","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2019089661," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019101815," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019119330," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019040561," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019050181,"U","U","U","U","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2019054442,"N","U","U","N","1","U","N","Y","Y","00450","N"," "," "," "," "," "," "," ","N",1
2019083029," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2019088685," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2019094227,"N","U","N","U","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","N",2
2019094238,"U","U","Y","N","0","N","N","U","U","99999","N"," "," "," "," "," "," "," ","N",2
2020003318,"N","N","Y","N","1","Y","Y","Y","N","01200","N"," "," "," "," "," "," "," ","N",1
2019058353,"N","N","U","N","0","N","N","Y","N","00500","N"," "," "," "," "," "," "," ","N",2
2019107571," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2020013625,"U","U","N","N","0","N","N","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2019030134,"N","Y","N","N","0","N","N","Y","N","01000","N"," "," "," "," "," "," "," ","N",2
2019041416,"N","U","U","U","1","U","Y","Y","U","00600","N"," "," "," "," "," "," "," ","N",2
2019060544," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2019077550," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019093232,"Y","Y","Y","Y","3","U","Y","Y","N","01400","N"," "," "," "," "," "," "," ","N",1
2019098474," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019042445," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2019069968,"U","U","N","N","0","N","N","U","U","99999","Y","U","N","N","N","0","U","U","N",1
2019074886,"N","N","N","Y","1","Y","Y","Y","N","00400","N"," "," "," "," "," "," "," ","N",2
2019074916," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019075812,"Y","N","U","Y","0","N","N","N","U","01500","N"," "," "," "," "," "," "," ","N",2
2019080057,"N","N","U","N","0","N","N","N","N","01300","N"," "," "," "," "," "," "," ","N",1
2019082480,"N","N","U","N","0","N","N","Y","N","99999","N"," "," "," "," "," "," "," ","N",1
2019102144," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019042683," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019060987," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019103508,"N","Y","U","Y","1","U","Y","Y","Y","00000","N"," "," "," "," "," "," "," ","N",2
2019052940," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019087995,"Y","Y","N","Y","1","U","Y","Y","N","01832","N"," "," "," "," "," "," "," ","N",1
2019134276,"N","U","U","N","1","U","Y","Y","Y","00002","N"," "," "," "," "," "," "," ","N",2
2019057965," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019068569,"N","U","U","Y","1","U","U","Y","Y","00998","N"," "," "," "," "," "," "," ","N",3
2019101293,"N","U","U","U","0","U","N","U","U","00250","N"," "," "," "," "," "," "," ","N",1
2019045884," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2019066487,"N","N","N","Y","1","U","Y","N","N","00600","N"," "," "," "," "," "," "," ","N",1
2019066961," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2019083675," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019084461,"U","U","Y","U","9","U","U","U","U","99999","Y","U","U","U","U","9","U","U","N",1
2019124740," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019132447,"N","N","U","N","0","N","N","Y","Y","00050","N"," "," "," "," "," "," "," ","N",2
2020016065," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",5
2019037525,"U","U","U","N","0","N","N","Y","U","00500","N"," "," "," "," "," "," "," ","N",2
2019052757," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019054960," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019061730,"N","U","U","U","9","U","U","U","U","00600","Y","U","U","U","U","9","U","U","N",1
2019078993,"N","Y","Y","Y","1","N","Y","Y","Y","99999","N"," "," "," "," "," "," "," ","N",2
2019094067," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019093496,"N","Y","U","U","9","U","Y","U","U","00000","N"," "," "," "," "," "," "," ","N",1
2019096653,"N","U","U","U","9","U","U","U","U","00600","N"," "," "," "," "," "," "," ","N",1
2019121357," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2019123388,"N","U","U","N","0","N","N","U","U","99999","N"," "," "," "," "," "," "," ","N",2
2019127719," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019048553,"N","Y","U","Y","0","N","N","Y","Y","01687","N"," "," "," "," "," "," "," ","N",1
2019064521," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019079501," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019085497," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019087102," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019088085," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019090285," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019028945,"N","U","N","N","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2019038449," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019050283,"Y","Y","Y","Y","1","Y","Y","Y","Y","01000","N"," "," "," "," "," "," "," ","N",1
2019050894,"U","U","Y","N","0","N","N","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2019057574," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019067433,"N","Y","U","N","0","N","N","Y","Y","00000","N"," "," "," "," "," "," "," ","N",1
2019068741," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019096398,"N","U","U","N","0","N","N","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2019030401,"N","N","Y","Y","1","Y","Y","Y","Y","00600","N"," "," "," "," "," "," "," ","N",1
2019058245,"N","N","N","N","0","Y","Y","N","N","00200","N"," "," "," "," "," "," "," ","N",1
2019074893," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019078038,"U","U","U","U","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2019080409," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2019088553," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019019861," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019069963,"Y","N","U","Y","0","N","N","Y","N","01795","N"," "," "," "," "," "," "," ","N",2
2019083218,"N","N","Y","Y","0","N","N","N","Y","99999","N"," "," "," "," "," "," "," ","N",1
2019087856," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019098483," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019018459,"Y","Y","Y","N","1","Y","U","Y","Y","99999","N"," "," "," "," "," "," "," ","N",2
2019067621," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2019075670,"N","N","N","N","0","N","N","N","N","00050","N"," "," "," "," "," "," "," ","N",2
2019077925," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2019096419," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2020014507,"U","U","N","U","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2019053131," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019069121,"U","U","U","U","0","N","N","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2019088525," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2019116542," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019058137," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019067415,"N","U","U","N","0","N","N","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2020006734," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019011668,"N","Y","U","Y","1","U","Y","Y","Y","00025","N"," "," "," "," "," "," "," ","N",2
2019059349,"N","N","Y","Y","1","N","Y","N","N","00750","N"," "," "," "," "," "," "," ","N",1
2019067006,"N","N","N","Y","3","Y","Y","Y","Y","01200","N"," "," "," "," "," "," "," ","N",2
2019001329," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019017929," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019018515," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019049291,"U","U","U","N","0","N","N","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2019051844," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019058379,"N","Y","Y","N","3","N","Y","Y","N","01200","N"," "," "," "," "," "," "," ","N",1
2019066581," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2019078331," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2019101364," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2019050621," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019057566," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019057602,"U","U","U","Y","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2019057781," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2019068649," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019069602,"N","N","U","N","0","N","N","N","N","01800","Y","U","N","U","U","0","N","N","N",1
2019119285," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019004642," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019032492," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019058245," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019062714,"U","U","U","N","0","N","N","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2019078052," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019094259,"U","U","N","N","0","N","N","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2019122372," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2020014627,"N","Y","N","N","0","N","N","Y","N","00250","N"," "," "," "," "," "," "," ","N",1
2019031988,"N","N","Y","N","0","N","N","Y","Y","01000","N"," "," "," "," "," "," "," ","N",2
2019037905,"N","U","U","U","9","U","U","Y","Y","01200","N"," "," "," "," "," "," "," ","N",1
2019042140,"U","U","N","N","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","N",2
2019052716,"N","N","U","N","0","N","N","Y","Y","00600","N"," "," "," "," "," "," "," ","N",1
2019055781," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019079735," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019082492," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019040978,"N","Y","Y","Y","1","N","Y","Y","Y","99999","N"," "," "," "," "," "," "," ","N",1
2019050181,"U","U","U","U","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","N",2
2019054354,"U","U","U","N","9","U","U","U","U","99999","U"," "," "," "," "," "," "," ","N",1
2019066022," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2019074734," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019091400,"N","N","N","Y","2","N","Y","N","N","00100","N"," "," "," "," "," "," "," ","N",1
2019116308,"Y","U","U","U","9","U","U","U","U","01833","N"," "," "," "," "," "," "," ","N",2
2020011075,"U","U","N","U","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","U",1
2019051453,"N","U","U","U","9","U","U","U","U","00500","N"," "," "," "," "," "," "," ","N",1
2019053488," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019064165,"N","Y","U","N","0","N","N","Y","N","00900","N"," "," "," "," "," "," "," ","N",1
2019079418,"N","U","N","Y","1","Y","Y","Y","Y","01000","N"," "," "," "," "," "," "," ","N",2
2019084265,"N","N","U","U","1","U","U","Y","U","00798","N"," "," "," "," "," "," "," ","N",1
2019089478,"N","Y","Y","Y","0","N","N","Y","Y","01200","N"," "," "," "," "," "," "," ","N",1
2019098610,"Y","N","Y","Y","1","Y","Y","Y","N","01800","N"," "," "," "," "," "," "," ","N",1
2019107412," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019062722,"U","U","U","U","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2019065141," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019068434,"N","N","U","U","1","U","U","Y","Y","00000","N"," "," "," "," "," "," "," ","N",2
2019097994," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2019017970,"N","U","N","N","0","N","N","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2019074733,"N","N","N","N","0","N","N","Y","N","00125","N"," "," "," "," "," "," "," ","N",1
2019076227,"Y","N","Y","Y","1","Y","Y","N","N","00750","N"," "," "," "," "," "," "," ","N",1
2019090182,"N","N","N","U","0","N","N","N","N","00150","N"," "," "," "," "," "," "," ","N",2
2019095340," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019057168," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019067406,"U","N","U","N","0","N","N","N","N","00650","N"," "," "," "," "," "," "," ","N",1
2019070404,"N","U","Y","Y","1","U","Y","Y","Y","00600","N"," "," "," "," "," "," "," ","N",1
2019085417,"N","Y","N","Y","0","N","N","Y","N","01130","N"," "," "," "," "," "," "," ","N",1
2019073356,"U","U","U","Y","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","U",1
2019090284,"N","U","U","U","1","U","Y","U","U","00600","N"," "," "," "," "," "," "," ","N",2
2019094764," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2019095084," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2019103333,"N","N","U","N","3","U","Y","Y","N","01499","N"," "," "," "," "," "," "," ","N",1
2019036252,"Y","N","U","Y","1","U","Y","Y","Y","00999","N"," "," "," "," "," "," "," ","N",2
2019057572," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019084254," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019088069," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2019093078," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2019032060," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
