"CRN","AXLE_CNT","CARGO_BD_TYPE","CARRIER_ADDR_1","CARRIER_ADDR_2","CARRIER_ADDR_CITY","CARRIER_ADDR_STATE","CARRIER_ADDR_ZIP","CARRIER_NM","CARRIER_TEL","GVWR","HAZMAT_CD1","HAZMAT_CD2","HAZMAT_CD3","HAZMAT_CD4","HAZMAT_IND","HAZMAT_REL_IND1","HAZMAT_REL_IND2","HAZMAT_REL_IND3","HAZMAT_REL_IND4","ICC_NUM","OSIZE_LOAD_IND","PERMITTED","PUC_NUM","SPECIAL_SIZING1","SPECIAL_SIZING2","SPECIAL_SIZING3","SPECIAL_SIZING4","UNIT_NUM","USDOT_NUM","VEH_CONFIG_CD"
"2020011563","99","1","703 LAS VEGAS DR","","TEMPLE","PA","19560","MAGIA LOGISTICS","4846197193","080000","","","","","N","","","","","","N","","","","","","","1","02457829","08"
"2019021652","05","3","2780 BENNER PIKE","","BELLEFONTE","PA","16823","G M MCCROSSIN INC","8143554848","080000","","","","","N","","","","","","N","","","","","","","2","00177841","08"
"2019021652","05","3","18342 W CREEK DR","","TINLEY PARK","IL","60477","R & R EXPRESS INC","4129201336","080000","","","","","N","","","","","","N","","","","","","","3","00920564","08"
"2019035573","99","8","3740 EAST THOMPSON ST","","PHILADELPHIA","PA","19137","DURHAM SCHOOL SERVICES","2674677882","080000","","","","","N","","","","","","N","","","","","","","2","00580046","11"
"2019071053","99","8","99","","99","PA","99999","SEPTA","9999999999","999999","","","","","N","","","","","","N","","","","","","","3","","13"
"2019077948","03","2","1415 RT 70 STE 400","","CHERRY HILL","NJ","08034","BABA OIL LLC","0000000000","080000","","","","","N","","","","","","N","","","","","","","2","02359603","04"
"2019088230","99","99","UNKNOWN","","UNKNOWN","IL","99999","UNKNOWN","9999999999","999999","","","","","N","","","","","","N","","","","","","","2","","99"
"2019090732","03","99","361 W US HIGHWAY 6","","VALPARAISO","IN","46385","C R ENGLAND INC","8004219075","080000","","","","","N","","","","","","N","","","","","","","2","00028406","98"
"2019129878","99","1","PO BOX 590","","SHELBYVILLE","TN","37162","HEC LEASING LLC","9197714079","080000","","","","","N","","","","","","N","","","","","","","2","02963009","08"
"2019014326","05","1","100-110 W COLUMBIA ST","","SCHUYLKILL HAVEN","PA","17972","EVANS DELIVERY COMPANY INC","5702183306","080000","","","","","N","","","","","","N","","","","","","","1","00038111","08"
"2019044164","99","99","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","999999","","","","","N","","","","","","N","","","","","","","1","","99"
"2019045950","04","99","2650 AUDUBON RD","","AUDUBON","PA","19403","J P MASCARO & SONS","8002221818","073280","","","","","N","","","","","","N","","","","","","","1","00454743","09"
"2019055726","03","1","6423 WINDSOR ST","","PHILADELPHIA","PA","19142-1428","SILVER TOP INC","2677841128","080000","","","","","N","","","","","","N","","","","","","","1","01599594","06"
"2019055735","05","99","2900 ORTHODOX STREET SU","","PHILADELPHIA","PA","19137","CARRIBEAN OPERATIORS INC","2158213316","080000","","","","","N","","","","","","N","","","","","","","1","02076006","08"
"2019062888","99","99","310 BORRELLI BLVD","","PAULSBORO","NJ","08066","WILKIE TRUCKING INC","9999999999","999999","","","","","N","","","","","","N","","","","","","","2","","99"
"2019074503","99","8","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","N","","","","","","","2","","13"
"2019119628","99","99","2100 HORNING RD","","PHILADELPHIA","PA","19116","CEDAR FARMS","2159347100","999999","","","","","N","","","","","","N","","","","","","","1","","09"
"2020010189","99","99","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","999999","","","","","N","","","","","","N","","","","","","","2","","08"
"2019031692","02","7","151 WHITE CEDAR DRIVE","","SICKLERVILLE","NJ","08081","MIL-RAY FOOD CO INC","6095678899","033000","","","","","N","","","","","","N","","","","","","","1","00545413","03"
"2019036272","05","3","94 WALDOBORO RD","","JEFFERSON","ME","04348","THACKRAY CRANE RENTALS INC","2154161600","080000","","","","","N","","","","","","N","","","","","","","2","00769982","98"
"2019059542","99","8","200 HAHN ROAD","","PITTSBURGH","PA","15209","FIRST STUDENT INC","9999999999","999999","","","","","N","","","","","","N","","","","","","","1","","12"
"2019070126","02","8","7700 STATE ROAD","","PHILADELPHIA","PA","19136","YELLOWBIRD BUS CO INC","2152891022","023500","","","","","N","","","","","","N","","","","","","","1","00273447","11"
"2019073831","99","8","3099 ORTHODOX ST","","PHILADELPHIA","PA","19137","MAT BUS CO","9999999999","","","","","","N","","","","","","N","","","","","","","1","","12"
"2019121374","03","1","502 TAMARACK AVE","","ADRIAN","TX","79001","DBA GENERIC TRUCKING","5618099698","080000","","","","","N","","","","","","N","","","","","","","1","00920175","08"
"2019055329","04","4","1252 LUCON ROAD","","SKIPPACK","PA","19474","STONE EXPRESS","6102123684","073280","","","","","N","","","","","","N","","A-00120563","","","","","1","01195441","04"
"2019055329","04","4","201 INDIAN RUN DRIVE","","DOUGLASSSVILLE","PA","19158","WJ MENKINS HAULING INC","4844150362","073280","","","","","N","","","","","","N","","A-00122780","","","","","3","01489984","04"
"2019059622","99","99","6456 N. 16TH ST","","PHILA","PA","19126","NEW FRIENDS TOWING CO","9999999999","016000","","","","","N","","","","","","N","","","","","","","2","","99"
"2019082856","01","99","UNKNOWN","","UNKNOWN","OK","99999","BUDGET RENTAL","1234567890","999999","","","","","N","","","","","","N","","A-00123456","","","","","1","","99"
"2019084433","03","1","830 BAHNS MILL RD","","RED LION","PA","17356","T S TRANSPORT LLC","7172447404","055000","","","","","N","","","","","","N","","","","","","","1","02053974","08"
"2019085496","05","2","1713 N MAIN RD","","VINELAND","NJ","08360","SAMUEL CORALUZZO CO INC","8566911142","080000","3","","","","Y","1","","","","","N","","","","","","","3","00156123","08"
"2019088051","02","3","148 E STREET RD","","PHILADELPHIA","PA","19053","RECOYLE TOWING & RECOVERY","2673568756","015500","","","","","N","","","","","","N","","","","","","","3","02932339","03"
"2019095994","99","99","701 MARKET ST STE 5400","","PHILA","PA","19106","PHILA PARKING AUTHORITY","9999999999","014000","","","","","N","","","","","","N","","","","","","","1","","99"
"2019101501","99","99","3200 S 70 TH STREET","","PHILA","PA","19153","XTL INC","9999999999","065000","","","","","N","","","","","","N","","","","","","","3","","08"
"2019121445","99","99","2727 N AMERICAN ST   B","","PHILA","PA","19133","A-D BEVERAGE","9999999999","015995","","","","","N","","","","","","N","","","","","","","1","","99"
"2020009282","99","8","3099 ORTHODOX ST","","PHILA","PA","19150","MAT BUS CO","9999999999","999999","","","","","N","","","","","","N","","","","","","","1","","12"
"2019024575","04","1","12001 SW 268TH TERRACE","","HOMESTEAD","FL","33032","G. F. HERNANDEZ TRUCKING INC","7866012079","035000","","","","","N","","","","","","N","","","","","","","1","02197967","06"
"2019098480","99","8","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","999999","","","","","N","","","","","","N","","","","","","","3","","11"
"2019133128","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","","","","","","2","","13"
"2020019121","99","4","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","999999","","","","","N","","","","","","N","","","","","","","2","","99"
"2019006003","03","3","2455 PACES FERRY RD NW","","ATLANTA","GA","303391834","HOME DEPOT","0000000000","054600","","","","","N","","","","","","Y","","","","","","","2","00334286","08"
"2019006003","02","1","11921 STEVENS RD","","PHILADELPHIA","PA","19116","RAC TOOLS INC","0000000000","026000","","","","","N","","","","","","N","","","","","","","3","","03"
"2019018969","05","6","555 US HIGHWAY 1 S #120","","ISELIN","NJ","08830","TRIBECA AUTOMOTIVE INC","7323520899","080000","","","","","N","","","","","","N","","","","","","","1","02102687","08"
"2019036543","05","1","47 HERSHEL STREET","","FEASTERVILLE TREVOSE","PA","19053","CUNDARI TRUCKING CO INC","2153558689","080000","","","","","N","","","","","","N","","","","","","","1","00225618","08"
"2019036543","05","1","641 GROOMS ROAD SUITE 1","","CLIFTON PARK","NY","12065","HUDSON VALLEY LOGISTICS DISTRIBU","5187513308","080000","","","","","N","","","","","","N","","","","","","","2","02525224","08"
"2019045029","05","7","75 TYLER PLACE","","SOUTH PLAINFIELD","NJ","07080","OLEXION RUBBISH","7325275462","036900","","","","","N","","","","","","N","","","","","","","1","00740810","04"
"2019046817","99","99","99","","99","PA","99999","A & P CONSTRUCTION LLC","9999999999","015000","","","","","N","","","","","","","","","","","","","1","99999999","99"
"2019059984","02","1","2103 BARR RD","","WILINGTON","DE","19808","DAVID JONWS","6106360973","022000","","","","","N","","","","","","N","","","","","","","1","","03"
"2019092956","99","8","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","999999","","","","","N","","","","","","N","","","","","","","1","","99"
"2019094255","99","99","200 SMITH ST","","KEASLEY","NJ","08832","RUSSELL REID WASTE HAUL","9999999999","999999","","","","","N","","","","","","N","","","","","","","1","","05"
"2019133188","03","3","21583 GOVERNOR DARDEN ROAD","","COURTLAND","VA","23837","BURGESS TRUCKING COMPANY","4315946268","080000","","","","","N","","","","","","N","","","","","","","1","00157400","08"
"2019017944","99","8","1234  MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","","","","","","1","","11"
"2019027298","02","1","19423 ALDINE WESTFIELD","","HOUSTON","TX","77073","LKQ BESTAUTOMOTIVE INC","6127065317","026000","","","","","N","","","","","","N","","","","","","","1","02123681","03"
"2019042830","05","3","860 SICKLERVILLE LEASIN","","WILLIAMSTOWN","NJ","08094","ALL SERVICES LEASING","8149375745","065000","","","","","N","","","","","","N","","","","","","","2","01764745","08"
"2019052593","99","99","99","","99","PA","99999","D C FUEL OIL CO INC","9999999999","032900","1","","","","Y","9","","","","","N","","","","","","","2","","05"
"2019056802","05","1","2195 BOUL HYMUS","","DORVAL","QC","H9P1J8","CONCERT LOGISTIQUE INC.","5144210045","050000","","","","","N","","","","","","N","","","","","","","2","00670154","08"
"2019129255","99","8","99","","99","NY","99999","SANTANDER LEASING LLC","9999999999","999999","","","","","N","","","","","","N","","","","","","","2","","13"
"2019017811","99","8","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","999999","","","","","N","","","","","","N","","","","","","","1","","11"
"2019017811","99","99","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","999999","","","","","N","","","","","","N","","","","","","","2","","99"
"2019029439","99","8","1234 MARKET","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","","","","","","2","","11"
"2019040681","05","1","485 MASON DIXON RD","","GREENCASTLE","PA","17225","HOFFMAN TRANSPORT","7175977117","080000","","","","","N","","","","","","N","","","","","","","1","00139857","08"
"2019045256","03","0","5333 DAVIDSON HIGHWAY","","CONCORD","NC","28027","CARDINAL LOGISTICS MANAGEMENT CO","3363246091","080000","","","","","N","","","","","","","","","","","","","2","00191496","08"
"2019045256","99","8","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SOUTHEASTERN PA TRANSIT","2155808111","999999","","","","","N","","","","","","","","","","","","","3","99999999","13"
"2019055339","03","0","1735 WINLOCK VADER RD","","WINLOCL","WA","98596","DALE  CLARK","3609152917","999999","","","","","N","","","","","","N","","","","","","","2","03027816","08"
"2019076755","99","1","440 BOWENTOWN RD","","BRIDGETOWN","NJ","08302","PAUL ERNEST","6093192974","","","","","","N","","","","","","N","","","","","","","1","","05"
"2019089146","99","99","80 PARK DRIVE","","WILMINGTON","OH","45177","BUSH TRUCK LEASING INC","9999999999","019500","","","","","N","","","","","","N","","","","","","","2","","99"
"2019125325","02","8","1234 MARKET ST","","PHILADELPHIA","PA","19107","SEPTA","2155807800","999999","","","","","N","","","","","","N","","","","","","","2","","13"
"2019023548","99","8","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","000099","","","","","N","","","","","","N","","","","","","","1","","10"
"2019044161","01","8","7700 STATE ROAD","","PHILADELPHIA","PA","19136","YELLOWBIRD BUS COMPANY INC","2152891022","010000","","","","","N","","","","","","N","","","","","","","2","","11"
"2019064802","99","99","625  DIVISION ST","","NORTH RICE","MN","56367","TRANSPORT PERFORMANCE","9999999999","","","","","","N","","","","","","N","","","","","","","2","","99"
"2019082833","05","6","70 SNOWFLAKE ROAD","","HUNTINGDON VALLEY","PA","19006","UMBRELLA AUTO TRANSPORT","2675232727","080000","","","","","N","","","","","","N","","","","","","","2","02369685","08"
"2019106873","99","4","2025 FULLER ST","","PHILADELPHIA","PA","19152","3A TRUCKING","2676904246","080000","","","","","N","","","","","","N","","","","","","","1","","08"
"2019107560","99","8","7780 ESSINGTON AVE","","PHILADELPIA","PA","19153","PARK N FLY SERVICE LLC","9999999999","999999","","","","","N","","","","","","N","","","","","","","1","","10"
"2019107560","99","8","4700 ISLAND AVE","","PHILADELPHIIA","PA","19153","PRE FLIGHT LLC","9999999999","999999","","","","","N","","","","","","N","","","","","","","2","","10"
"2019109247","02","99","1450 FRONTIER ROAD","","OMAHA","NE","68138","WERNER ENTERPRISE INC","8003310361","013300","","","","","N","","","","","","Y","","A-00075751","","","","","1","00053467","08"
"2019131464","02","1","UNKNOWN","","UNKNOWN","ZZ","99999","BERGER","2154160926","065000","","","","","N","","","","","","N","","","","","","","1","00095381","08"
"2019026447","05","1","9200 E 46TH STREET","","NOBLESVILLE","IN","46060","JB HUNT TRANSORT INC","3177730019","999999","","","","","N","","","","","","N","","","","","","","1","00080806","09"
"2019037158","02","4","394 COUNTYLINE RD","","HUNTINGDON VLY","PA","19006","IMAGE GENERAL CONTRACTOR LLC","2158589650","005000","","","","","N","","","","","","U","","","","","","","1","03213587","02"
"2019067814","05","1","6101 STATE RD","","PHILADELPHIA","PA","19135","UNITED STATES RECYCLING","2153338700","080000","","","","","N","","","","","","N","","","","","","","3","00347494","08"
"2019111183","05","7","6101 TACONY STREET","","PHILADELPHIA","PA","19135","UNITED STATES RECYCLING INC","2153385050","080000","","","","","N","","","","","","N","","","","","","","1","00347494","08"
"2019120653","99","0","4000 CLINE AVENUE","","EAST CHICAGO","IN","46312","PENSKE","8666157340","065000","","","","","N","","","","","","N","","","","","","","1","00268015","08"
"2019038234","99","99","99","","99","IN","99999","RYDER TRUCK RENTAL INC","9999999999","999999","","","","","N","","","","","","N","","","","","","","1","","99"
"2019085464","04","99","60 FOREST COURT","","MANTUA","NJ","08051","THOMAS V. COOPER","8565532651","080000","","","","","N","","","","","","N","","","","","","","2","00000009","09"
"2019098748","04","0","1226 ASSUMPTION DR","","SAINT LOUIS","MO","63125","VALENCE TRANSPORTATION LLC","3148995024","080000","","","","","N","","","","","","N","","3","","","","","2","00258024","08"
"2019101972","02","1","601 JAMES A REED ROAD","","KANSAS CITY","MO","64133","INFRASOURCE CONSTRUCTION LLC","7344342000","042000","","","","","N","","","","","","N","","","","","","","2","01027042","09"
"2019104570","02","3","8205 ROUTE 487","","DUSHORE","PA","18614","PENNSYLVANIA AUTO & TRUCK EXCH","2157682174","026000","","","","","N","","","","","","N","","","","","","","1","03038865","03"
"2019126234","02","1","5 BOXAL DR","","CRANBURY","NJ","08052","YF LOGISTICS","8482036427","025950","","","","","N","","","","","","N","","","","","","","2","02548425","09"
"2019133129","99","8","UNKNOWN","","UNKNOWN","ZZ","99999","SEPTA","9999999999","999999","","","","","N","","","","","","N","","","","","","","1","","13"
"2019011273","03","4","38 W MAIN ST","","BIRDSBORO","PA","19508","JABIN LEASING ORGANIZATION INC","4848249345","073280","","","","","N","","","","","","N","","","","","","","1","01670850","09"
"2019117819","02","1","815 WERNSING RD","","JASPER","IN","47546-0000","JET TRANSIT INC","8008277455","026000","","","","","N","","","","","","N","","","","","","","2","00630913","09"
"2019121406","99","8","3101 E ORTHODOX ST","","PHILA","PA","19137","YELLOWBIRD BUS CO","9999999999","999999","","","","","N","","","","","","N","","","","","","","1","","13"
"2020011607","99","99","1803 BURR OAK BLVD","","GRANGER","IA","50109","BARR NUNN TRANSPORTATION, INC","9999999999","999999","","","","","N","","","","","","N","","","","","","","2","","99"
"2023115268","05","1","101 BROOME CORPORATE PARKWAY","","CONKLIN","NY","13748","MAINES PAPER AND FOOD SERVICE","8003663669","080000","","","","","N","","","","","","","","","00","","","","1","00176881","08"
"2019050179","99","4","700 PILLOTTOWN","","LEWES","DE","19958","DELAWARE BAY & RIVER COOPERATIVE","3027579967","999999","","","","","N","","","","","","N","","0","","","","","1","","09"
"2019088278","03","2","501 ABBOT DRIVE SUITE 1","","BROOMALL","PA","19008","ALL OUT SRVICS LLC.","8062000572","025950","","","","","N","","","","","","N","","","","","","","1","02907543","09"
"2019121300","99","99","4341 H ST","","PHILADELPHIA","PA","19124","JUN'S TOWING","2154014484","999999","","","","","N","","","","","","U","","","","","","","2","","99"
"2019015238","03","4","1956 STOUT DR","","IVYLAND","PA","18974","RP BLAIR","2159133878","028600","","","","","N","","","","","","N","","","","","","","2","00653578","04"
"2019036602","99","99","99","","9999","ZZ","99999","CWH TRUCKING LLC","9999999999","025950","","","","","N","","","","","","","","UNKNOWN","","","","","2","00099999","99"
"2019040568","99","1","2001 WOODHAVEN RD","","PHILADELPHIA","PA","19154","RAYMOUR AND FLANIGAN","2673483911","026000","","","","","N","","","","","","N","","","","","","","2","","05"
"2019079418","99","99","255 BUSINESS CENTER DRI","","HORSHAM","PA","19044","STROEMANN LINE HAUL INC","9999999999","019500","","","","","N","","","","","","N","","","","","","","1","","05"
"2019089998","02","99","500 BOYLSTON ST","","BOSTON","MA","21160","NEWSTAR EQUIPMENT FIN LLC","0000000000","999999","","","","","N","","","","","","N","","","","","","","2","00008020","08"
"2020001352","99","1","1241 PRECAST RD","","EAST EARL","PA","17519","FLOYD G MARTIN LLC","7174459594","080000","","","","","N","","","","","","N","","","","","","","2","00178915","08"
"2019032443","99","8","1234 MARKET","","PHILADELPHIA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","","","","","","2","","11"
"2019093475","99","8","1234 MARKET STREET","","PHILADELPHIA","PA","19107","SEPTA","2155806407","999999","","","","","N","","","","","","N","","","","","","","1","00010206","11"
"2019037655","99","99","PO BOX 902107","","KANSAS CITY","MO","64190","MOTREX TRANSPORTATION","8164192612","018000","","","","","N","","","","","","N","","","","","","","1","02641851","08"
"2019037655","99","99","999","","99","ZZ","99999","FIRE LINE EQUIPMENT LLC","9999999999","017000","","","","","N","","","","","","N","","","","","","","2","","99"
"2019050151","99","8","1234  MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","","","","","","2","","11"
"2019098477","99","99","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","025950","","","","","N","","","","","","N","","","","","","","1","","99"
"2019105738","05","3","26700 FORT EMORY ROAD","","NORTH DINWIDDIE","VA","23803","LEEROY WALKER JR","0000000000","080000","","","","","N","","","","","","Y","","","","","","","3","01959613","08"
"2019107296","02","99","2675 MORGANTOWN ROAD","","READING","PA","19607","PENSKE TRUCK LEASING","2679453967","019500","","","","","N","","","","","","N","","","","","","","2","","99"
"2019118408","02","8","23 MAIN ST","","DARBY","PA","19023","FIRST STUDENT","6104612586","024500","","","","","N","","","","","","U","","","","","","","2","00354406","12"
"2020016701","99","6","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","999999","","","","","N","","","","","","N","","","","","","","2","","99"
"2019052682","99","4","13131-R TOWNSEND ROAD","","PHILADELPHIA","PA","19154","J. F. HUEBNER & SON, INC.","2159697090","999999","","","","","N","","","","","","U","","","","","","","1","00868114","99"
"2019098926","99","99","229 W UPSAL ST APT 201","","PHILA","PA","19119","COREY","9999999999","017000","","","","","N","","","","","","N","","","","","","","1","","99"
"2019041508","03","3","300 WEST CHICAGO AVE","","EAST CHICAGO","IN","46312","UNITED RENTALS NORTH AMERICA","7733766500","080000","","","","","N","","","","","","N","","","","","","","2","00899748","99"
"2019048787","99","99","99","","99","NJ","99999","99","9999999999","999999","","","","","N","","","","","","N","","","","","","","2","","99"
"2019053208","02","99","625 S FIFTH AVE","","LEBANON","PA","17042","NEW PENN","9999999999","060000","","","","","N","","","","","","U","","","","","","","1","00010670","08"
"2019069618","05","1","5868 E. 71ST ST SUITE #","","INDIANAPPOLIS","IN","46220","BUISNESS LINES OF AMERICA","2242298255","080000","","","","","N","","","","","","N","","","","","","","1","03115112","08"
"2019089960","99","6","593 MALE ROAD","","WIND GAP","PA","18091","BROTHERS AUTO TRANSPORT LLC","4847885992","010000","","","","","N","","","","","","N","","","","","","","2","","08"
"2020019142","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","","","","","","1","","13"
"2019052773","99","8","1234 MARKET ST 14TH FLR","","PHILADELPHIA","PA","19107","SPETA","9999999999","999999","","","","","N","","","","","","N","","","","","","","4","","11"
"2019093381","05","1","1285 COLONIAL RD","","HARRISBURG","PA","17112","BRICKUS LOGISTICS","2672058636","040000","","","","","N","","","","","","N","","","","","","","2","03206977","06"
"2020000099","03","4","1170 RIDGE RD","","LANGHORNE","PA","19053","B&M DISPOSAL","2153359420","073280","","","","","N","","","","","","N","","","","","","","2","01235202","09"
"2019018512","02","1","400 NORTH PARK AVE","","NORRISTOWN","PA","19403","BRIGHTVIEW COMPANIES LLC","9999999999","025999","","","","","N","","","","","","N","","","","","","","1","00362827","00"
"2019038083","99","0","9407 KIRKWOOD RD","","PHILA","PA","19114","AD EXPRESS","6317038057","080000","","","","","N","","","","","","N","","","","","","","1","03066495","05"
"2019061170","03","3","173 ROUTE 526","","ALLENTOWN","NJ","08501","WORLD LOGISTICS USA","6092596102","080000","","","","","N","","","","","","N","","","","","","","1","00823590","08"
"2019065295","02","1","15 E OREGON AVE","","PHILADELPHIA","PA","19148","UPS","2153899625","017000","","","","","N","","","","","","N","","","","","","","2","","03"
"2019068660","02","4","PO BOX 395","","SWEEDSBORO","NJ","08085","JACK PEARS","8562294770","019500","","","","","N","","","","","","N","","","","","","","1","03004780","09"
"2019068660","04","4","804 ROBERTS AVE","","DREXEL HILL","PA","19026","ASHLEN SAMUEL","2153340130","073280","","","","","N","","","","","","N","","","","","","","2","01921873","09"
